System,Resolution,Count,Group
BEEHIVE,Later,72,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BEEHIVE,Implemented,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BEEHIVE,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BEEHIVE,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Fixed,20622,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Invalid,720,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,,4850,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Not A Problem,480,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Incomplete,461,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Won't Fix,934,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Duplicate,709,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Cannot Reproduce,489,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Later,72,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Implemented,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Fixed,21333,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Invalid,734,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,,5076,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Not A Problem,496,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Incomplete,461,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Won't Fix,942,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Duplicate,736,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Cannot Reproduce,499,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Later,72,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Implemented,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Fixed,21535,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Invalid,734,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,,5151,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Not A Problem,497,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Incomplete,461,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Won't Fix,946,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Duplicate,741,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Cannot Reproduce,500,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Later,72,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Implemented,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Fixed,21910,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Invalid,739,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,,5273,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Not A Problem,512,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Incomplete,461,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Won't Fix,955,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Duplicate,778,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Cannot Reproduce,502,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Later,72,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Implemented,13,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Fixed,21935,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Invalid,739,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,,5285,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Not A Problem,514,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Incomplete,461,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Won't Fix,955,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Duplicate,778,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Cannot Reproduce,502,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Later,72,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Implemented,13,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Fixed,22416,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Invalid,757,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,,5403,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Not A Problem,518,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Incomplete,463,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Won't Fix,997,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Duplicate,790,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Cannot Reproduce,514,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Later,72,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Implemented,13,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Fixed,22512,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Invalid,757,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,,5422,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Not A Problem,518,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Incomplete,463,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Won't Fix,997,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Duplicate,791,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Cannot Reproduce,514,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Later,73,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Implemented,13,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Fixed,22587,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Invalid,770,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,,5498,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Not A Problem,518,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Incomplete,464,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Won't Fix,1003,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Duplicate,795,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Cannot Reproduce,515,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Later,73,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Implemented,13,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Unresolved,15,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Fixed,28147,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Invalid,824,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,,5920,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Not A Problem,688,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Incomplete,489,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Won't Fix,1300,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Duplicate,935,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Cannot Reproduce,564,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Later,100,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Implemented,18,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Done,2,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Unresolved,19,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Fixed,32260,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Invalid,1070,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,,6348,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Not A Problem,1032,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Incomplete,505,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Won't Fix,1678,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Duplicate,1465,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Cannot Reproduce,744,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Later,160,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Implemented,21,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Unresolved,20,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Fixed,33182,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Invalid,1078,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,,6683,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Not A Problem,1038,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Incomplete,508,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Won't Fix,1757,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Duplicate,1509,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Cannot Reproduce,764,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Later,160,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Implemented,22,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Unresolved,20,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Fixed,35549,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Invalid,1157,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,,7471,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Not A Problem,1221,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Incomplete,519,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Won't Fix,1973,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Duplicate,1689,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Cannot Reproduce,927,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Later,173,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Implemented,35,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Fixed,35624,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Invalid,1157,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,,7487,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Not A Problem,1221,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Incomplete,519,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Won't Fix,1978,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Duplicate,1690,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Cannot Reproduce,927,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Later,173,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Implemented,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Fixed,35693,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Invalid,1158,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,,7516,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Not A Problem,1221,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Incomplete,519,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Won't Fix,1979,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Duplicate,1692,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Cannot Reproduce,928,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Later,173,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Implemented,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Fixed,36186,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Invalid,1175,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,,7646,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Not A Problem,1225,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Incomplete,519,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Won't Fix,1989,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Duplicate,1721,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Cannot Reproduce,932,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Later,174,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Implemented,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Fixed,36715,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Invalid,1179,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,,7867,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Not A Problem,1235,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Incomplete,522,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Won't Fix,1999,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Duplicate,1725,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Cannot Reproduce,942,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Later,176,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Implemented,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Fixed,36870,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Invalid,1183,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,,7901,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Not A Problem,1238,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Incomplete,529,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Won't Fix,2011,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Duplicate,1749,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Cannot Reproduce,945,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Later,176,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Implemented,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Fixed,37063,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Invalid,1191,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,,7930,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Not A Problem,1240,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Incomplete,534,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Won't Fix,2013,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Duplicate,1751,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Cannot Reproduce,945,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Later,177,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Implemented,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Done,3,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Fixed,37634,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Invalid,1202,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,,8004,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Not A Problem,1250,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Incomplete,537,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Won't Fix,2090,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Duplicate,1775,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Cannot Reproduce,961,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Later,178,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Implemented,42,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Done,4,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Fixed,37667,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Invalid,1203,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,,8015,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Not A Problem,1250,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Incomplete,537,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Won't Fix,2091,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Duplicate,1775,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Cannot Reproduce,962,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Later,178,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Implemented,42,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Done,4,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Unresolved,40,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Fixed,40765,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Invalid,1350,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,,9096,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Not A Problem,1386,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Incomplete,569,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Won't Fix,2187,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Duplicate,1973,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Cannot Reproduce,1149,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Later,190,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Implemented,51,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Done,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Unresolved,42,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Fixed,41262,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Invalid,1360,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,,9162,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Not A Problem,1454,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Incomplete,569,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Won't Fix,2226,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Duplicate,1979,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Cannot Reproduce,1157,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Later,192,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Implemented,52,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Done,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Unresolved,43,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Fixed,42735,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Invalid,1387,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,,9564,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Not A Problem,1454,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Incomplete,712,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Won't Fix,2351,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Duplicate,2060,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Cannot Reproduce,1197,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Later,194,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Implemented,53,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Done,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Unresolved,43,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Fixed,42829,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Invalid,1389,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,,9588,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Not A Problem,1456,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Incomplete,712,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Won't Fix,2353,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Duplicate,2062,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Cannot Reproduce,1198,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Later,194,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Implemented,53,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Done,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Unresolved,43,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Fixed,42947,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Invalid,1392,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,,9608,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Not A Problem,1458,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Incomplete,716,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Won't Fix,2375,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Duplicate,2067,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Cannot Reproduce,1199,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Later,194,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Implemented,53,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Done,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Unresolved,43,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Fixed,43266,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Invalid,1407,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,,9633,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Not A Problem,1461,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Incomplete,722,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Won't Fix,2448,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Duplicate,2101,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Cannot Reproduce,1208,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Later,194,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Implemented,60,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Done,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COLLECTIONS,Unresolved,43,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COMDEV,Fixed,43281,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COMDEV,Invalid,1422,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COMDEV,,9694,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
