System,Type,Count,Group
GEOS,Wish,367,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOS,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,Improvement,11991,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,New Feature,2833,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,Bug,14413,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,Task,1808,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,Test,188,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,Wish,427,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GEOT,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,Improvement,11992,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,New Feature,2851,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,Bug,14428,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,Task,1808,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,Test,188,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,Wish,427,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFS,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,Improvement,12005,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,New Feature,2857,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,Bug,14449,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,Task,1808,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,Test,188,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,Wish,427,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GFX,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,Improvement,12046,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,New Feature,2890,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,Bug,14480,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,Task,1809,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,Test,194,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,Wish,427,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GLDP,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,Improvement,12079,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,New Feature,2896,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,Bug,14546,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,Task,1812,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,Test,194,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,Wish,428,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMAVEN,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,Improvement,12146,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,New Feature,2917,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,Bug,14711,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,Task,1818,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,Test,195,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,Wish,430,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GMOD,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,Improvement,12288,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,New Feature,2953,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,Bug,14742,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,Task,1857,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,Test,196,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,Wish,434,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GPARS,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,Improvement,13633,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,New Feature,3337,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,Bug,19376,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,Task,1957,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,Test,211,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,Wish,491,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILS,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,Improvement,14382,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,New Feature,3693,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,Bug,20992,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,Task,2056,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,Test,218,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,Wish,528,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRAILSPLUGINS,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,Improvement,14672,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,New Feature,3786,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,Bug,22209,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,Task,2072,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,Test,220,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,Wish,539,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRECLIPSE,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,Improvement,14708,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,New Feature,3792,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,Bug,22217,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,Task,2090,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,Test,220,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,Wish,539,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GREPO,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,Improvement,14886,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,New Feature,3865,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,Bug,22591,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,Task,2110,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,Test,221,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,Wish,547,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GRIFFON,Story,12,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,Improvement,16029,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,New Feature,4261,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,Bug,26534,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,Task,2215,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,Test,232,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,Wish,621,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GROOVY,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,Improvement,16250,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,New Feature,4605,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,Bug,26792,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,Task,2424,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,Test,241,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,Wish,631,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
GUMTREE,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,Improvement,16348,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,New Feature,4674,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,Bug,27451,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,Task,3301,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,Test,243,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,Wish,789,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HAUS,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,Improvement,16400,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,New Feature,4697,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,Bug,27488,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,Task,3309,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,Test,243,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,Wish,790,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HTCJ,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,Improvement,16421,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,New Feature,4717,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,Bug,27507,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,Task,3315,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,Test,244,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,Wish,791,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
HYDRACACHE,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,Improvement,16427,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,New Feature,4742,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,Bug,27514,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,Task,3317,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,Test,244,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,Wish,791,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IDEACLEARCASE,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,Improvement,16669,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,New Feature,4824,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,Bug,28101,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,Task,3379,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,Test,248,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,Wish,819,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
IZPACK,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,Improvement,16950,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,New Feature,5054,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,Bug,28481,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,Task,3383,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,Test,250,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,Wish,828,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JACKSON,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,Improvement,16967,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,New Feature,5073,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,Bug,28604,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,Task,3385,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,Test,250,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,Wish,833,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JANINO,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,Improvement,16970,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,New Feature,5076,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,Bug,28640,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,Task,3391,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,Test,250,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,Wish,835,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAVANCSS,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,Improvement,17032,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,New Feature,5082,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,Bug,28751,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,Task,3421,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,Test,251,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,Wish,839,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JAXEN,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,Improvement,17117,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,New Feature,5156,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,Bug,28795,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,Task,3433,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,Test,251,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,Wish,850,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JBEHAVE,Story,13,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,Improvement,17513,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,New Feature,5248,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,Bug,34270,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,Task,3481,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,Test,266,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,Wish,875,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JRUBY,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,Improvement,17527,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,New Feature,5278,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,Bug,34296,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,Task,3481,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,Test,266,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,Wish,877,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JTESTR,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,Improvement,17550,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,New Feature,5293,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,Bug,34353,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,Task,3485,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,Test,266,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,Wish,880,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
JXR,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,Improvement,17567,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,New Feature,5299,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,Bug,34372,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,Task,3486,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,Test,267,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,Wish,880,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
KOLJA,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,Improvement,17582,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,New Feature,5303,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,Bug,34398,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,Task,3486,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,Test,268,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,Wish,880,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LINGO,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,Improvement,17607,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,New Feature,5320,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,Bug,34425,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,Task,3502,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,Test,268,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,Wish,880,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
LIVETRIBE,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,Improvement,17611,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,New Feature,5323,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,Bug,34450,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,Task,3504,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,Test,268,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,Wish,881,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANIMALSNIFFER,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,Improvement,17625,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,New Feature,5329,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,Bug,34488,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,Task,3507,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,Test,268,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,Wish,883,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANT,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,Improvement,17654,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,New Feature,5343,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,Bug,34590,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,Task,3511,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,Test,268,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,Wish,885,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTRUN,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,Improvement,17700,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,New Feature,5363,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,Bug,34750,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,Task,3514,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,Test,268,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,Wish,892,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MANTTASKS,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,Improvement,17766,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,New Feature,5408,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,Bug,34943,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,Task,3548,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,Test,268,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,Wish,893,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAP,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,Improvement,17809,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,New Feature,5434,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,Bug,34986,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,Task,3550,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,Test,269,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,Wish,893,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,Technical task,3,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPFACES,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPPASM,Improvement,17866,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPPASM,New Feature,5472,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPPASM,Bug,35086,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPPASM,Task,3564,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPPASM,Test,270,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
MAPPASM,Wish,896,2015_Jira_Repository_Dataset_Ortu\Emotion_CODEHAUS
