System,Type,Count,Group
VOTE,Support,1,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
VOTE,Pricing Change,1,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Task,4975,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Bug,20239,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Improvement,7034,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Documentation,456,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,New Feature,2278,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Atlassian Incident,4,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Initiative,8,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Story,2984,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Support Request,145,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,App Incident,9,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Plugin Release Request,13,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Technical Debt,8,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,IT Help,2,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Third-party issue,2,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Questions,1,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,DAC Feedback,96,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,A/B Test,12,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Infrastructure,2,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Feedback,9,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Suggestion,542,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Ask a question,5,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Problem,1,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Payment Support,1,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Purchase,3,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Success Metric,13,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Development Task,2,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Forge Initiative,32,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Support,1,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
WEBHOOKS,Pricing Change,1,2022_Public_Jira_Dataset_Montgomery\JiraEcosystem
CONC,New Feature,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONC,Bug,369,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONC,Task,88,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONC,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONC,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONC,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONCPP,New Feature,4,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONCPP,Bug,416,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONCPP,Task,97,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONCPP,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONCPP,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONCPP,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJ,New Feature,20,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJ,Bug,965,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJ,Task,322,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJ,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJ,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJ,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJS,New Feature,33,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJS,Bug,1017,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJS,Task,412,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJS,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJS,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONJS,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONPY,New Feature,55,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONPY,Bug,1097,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONPY,Task,445,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONPY,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONPY,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
CONPY,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
MCOL,New Feature,579,2022_Public_Jira_Dataset_Montgomery\MariaDB
MCOL,Bug,3123,2022_Public_Jira_Dataset_Montgomery\MariaDB
MCOL,Task,999,2022_Public_Jira_Dataset_Montgomery\MariaDB
MCOL,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MCOL,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MCOL,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDBF,New Feature,579,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDBF,Bug,3134,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDBF,Task,1188,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDBF,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDBF,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDBF,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDEV,New Feature,579,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDEV,Bug,20962,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDEV,Task,5320,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDEV,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDEV,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MDEV,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
MXS,New Feature,1147,2022_Public_Jira_Dataset_Montgomery\MariaDB
MXS,Bug,22573,2022_Public_Jira_Dataset_Montgomery\MariaDB
MXS,Task,6166,2022_Public_Jira_Dataset_Montgomery\MariaDB
MXS,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MXS,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
MXS,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
ODBC,New Feature,1151,2022_Public_Jira_Dataset_Montgomery\MariaDB
ODBC,Bug,22792,2022_Public_Jira_Dataset_Montgomery\MariaDB
ODBC,Task,6231,2022_Public_Jira_Dataset_Montgomery\MariaDB
ODBC,Release,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
ODBC,Story,1,2022_Public_Jira_Dataset_Montgomery\MariaDB
ODBC,Improvement,3,2022_Public_Jira_Dataset_Montgomery\MariaDB
ICC,New Feature,30,2022_Public_Jira_Dataset_Montgomery\Mindville
ICC,Bug,49,2022_Public_Jira_Dataset_Montgomery\Mindville
ICS,New Feature,1133,2022_Public_Jira_Dataset_Montgomery\Mindville
ICS,Bug,793,2022_Public_Jira_Dataset_Montgomery\Mindville
ID,New Feature,1203,2022_Public_Jira_Dataset_Montgomery\Mindville
ID,Bug,810,2022_Public_Jira_Dataset_Montgomery\Mindville
IJBI,New Feature,1222,2022_Public_Jira_Dataset_Montgomery\Mindville
IJBI,Bug,826,2022_Public_Jira_Dataset_Montgomery\Mindville
IMFC,New Feature,1266,2022_Public_Jira_Dataset_Montgomery\Mindville
IMFC,Bug,858,2022_Public_Jira_Dataset_Montgomery\Mindville
BDS,Bug,13730,2022_Public_Jira_Dataset_Montgomery\Mojang
MC,Bug,227575,2022_Public_Jira_Dataset_Montgomery\Mojang
MCCE,Bug,239349,2022_Public_Jira_Dataset_Montgomery\Mojang
MCD,Bug,245833,2022_Public_Jira_Dataset_Montgomery\Mojang
MCL,Bug,263463,2022_Public_Jira_Dataset_Montgomery\Mojang
MCPE,Bug,408241,2022_Public_Jira_Dataset_Montgomery\Mojang
REALMS,Bug,417346,2022_Public_Jira_Dataset_Montgomery\Mojang
WEB,Bug,420819,2022_Public_Jira_Dataset_Montgomery\Mojang
CDRIVER,Task,590,2022_Public_Jira_Dataset_Montgomery\MongoDB
CDRIVER,Bug,1401,2022_Public_Jira_Dataset_Montgomery\MongoDB
CDRIVER,Improvement,955,2022_Public_Jira_Dataset_Montgomery\MongoDB
CDRIVER,New Feature,376,2022_Public_Jira_Dataset_Montgomery\MongoDB
CDRIVER,Spec Change,17,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,Task,1633,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,Bug,2401,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,Improvement,955,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,New Feature,524,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,Spec Change,17,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
COMPASS,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Task,2610,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Bug,3579,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Improvement,1893,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,New Feature,1091,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Spec Change,37,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
CSHARP,Question,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Task,3389,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Bug,4119,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Improvement,2457,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,New Feature,1386,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Spec Change,55,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
CXX,Question,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Task,3426,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Bug,4235,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Improvement,2568,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,New Feature,1449,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Spec Change,55,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
DAG,Question,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Task,9370,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Bug,8754,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Improvement,5317,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,New Feature,1449,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Spec Change,55,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Question,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
DOCS,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Task,9620,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Bug,8792,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Improvement,5514,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,New Feature,1575,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Spec Change,121,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Question,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
DRIVERS,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Task,12636,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Bug,11837,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Improvement,7984,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,New Feature,3479,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Spec Change,121,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Question,61,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
EVG,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Task,13074,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Bug,12452,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Improvement,8651,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,New Feature,3827,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Spec Change,134,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Question,61,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
GODRIVER,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Task,13685,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Bug,13562,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Improvement,10255,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,New Feature,4380,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Spec Change,154,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Story,202,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Question,62,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
JAVA,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Task,13728,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Bug,13627,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Improvement,10359,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,New Feature,4403,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Spec Change,154,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Story,205,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Question,62,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
KAFKA,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Task,13870,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Bug,13701,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Improvement,10448,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,New Feature,4438,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Spec Change,154,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Story,205,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Question,62,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOCRYPT,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Task,18036,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Bug,14208,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Improvement,10776,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,New Feature,4497,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Spec Change,154,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Investigation,137,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Story,205,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Release,20,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Question,62,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOID,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Task,18348,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Bug,14490,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Improvement,10776,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,New Feature,4513,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Spec Change,154,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Investigation,152,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Story,266,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Release,60,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Question,62,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
MONGOSH,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Task,18598,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Bug,14598,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Improvement,11024,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,New Feature,4656,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Spec Change,172,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Investigation,152,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Story,266,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Release,60,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Question,62,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Typo,35,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Feedback,9,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Backport,2,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Doc UI,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Doc Removal,1,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Doc API,4,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Design Request,3,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Tracking,21,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Build Failure,1791,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Problem Ticket,159,2022_Public_Jira_Dataset_Montgomery\MongoDB
MOTOR,Incident,33,2022_Public_Jira_Dataset_Montgomery\MongoDB
NODE,Task,19582,2022_Public_Jira_Dataset_Montgomery\MongoDB
NODE,Bug,16013,2022_Public_Jira_Dataset_Montgomery\MongoDB
NODE,Improvement,11858,2022_Public_Jira_Dataset_Montgomery\MongoDB
NODE,New Feature,4918,2022_Public_Jira_Dataset_Montgomery\MongoDB
NODE,Spec Change,194,2022_Public_Jira_Dataset_Montgomery\MongoDB
