 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,7,3,2,4,2,0
01:00 - 02:00,1,7,2,6,2,4,0
02:00 - 03:00,1,3,1,0,0,0,0
03:00 - 04:00,0,0,1,2,0,0,0
04:00 - 05:00,1,1,0,0,0,1,0
05:00 - 06:00,1,0,0,0,2,0,0
06:00 - 07:00,0,0,0,0,0,0,0
07:00 - 08:00,0,0,0,0,0,0,0
08:00 - 09:00,0,0,0,0,0,0,0
09:00 - 10:00,0,0,0,0,0,0,0
10:00 - 11:00,0,0,0,0,0,0,0
11:00 - 12:00,0,0,0,0,0,0,0
12:00 - 13:00,0,0,0,1,0,0,0
13:00 - 14:00,0,0,2,0,1,0,0
14:00 - 15:00,0,0,5,0,2,0,0
15:00 - 16:00,0,0,1,2,2,0,0
16:00 - 17:00,3,2,3,2,4,0,0
17:00 - 18:00,7,6,6,1,11,0,0
18:00 - 19:00,4,11,6,6,3,0,0
19:00 - 20:00,8,12,6,17,6,0,0
20:00 - 21:00,7,24,9,13,9,0,0
21:00 - 22:00,5,10,7,30,11,0,1
22:00 - 23:00,6,6,7,16,6,0,0
23:00 - 00:00,5,7,8,2,7,0,3
