 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,14,24,28,38,25,24,9
01:00 - 02:00,14,16,26,20,23,10,7
02:00 - 03:00,10,12,13,17,22,5,4
03:00 - 04:00,8,13,19,19,18,7,2
04:00 - 05:00,5,13,20,20,13,4,5
05:00 - 06:00,11,17,22,20,10,5,11
06:00 - 07:00,18,25,27,29,15,6,8
07:00 - 08:00,41,25,31,39,37,7,8
08:00 - 09:00,57,46,52,54,46,14,4
09:00 - 10:00,66,61,67,67,63,15,11
10:00 - 11:00,44,53,61,53,55,6,11
11:00 - 12:00,48,58,45,50,43,10,10
12:00 - 13:00,42,47,51,48,50,11,12
13:00 - 14:00,54,52,60,68,52,19,7
14:00 - 15:00,49,66,61,63,65,12,17
15:00 - 16:00,53,54,69,65,62,16,9
16:00 - 17:00,49,54,65,67,55,16,5
17:00 - 18:00,55,63,65,54,38,22,13
18:00 - 19:00,36,61,62,46,51,9,11
19:00 - 20:00,41,46,45,50,57,8,7
20:00 - 21:00,24,51,45,53,37,20,16
21:00 - 22:00,38,54,48,49,28,12,8
22:00 - 23:00,36,40,28,29,23,4,9
23:00 - 00:00,28,20,40,20,23,5,10
