 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,15,17,18,17,5,1
01:00 - 02:00,0,9,15,9,3,4,2
02:00 - 03:00,2,9,9,4,9,12,0
03:00 - 04:00,2,11,16,12,18,18,1
04:00 - 05:00,0,5,4,8,9,14,0
05:00 - 06:00,1,11,13,2,6,23,1
06:00 - 07:00,2,12,24,3,9,3,0
07:00 - 08:00,1,5,11,6,8,1,5
08:00 - 09:00,4,9,7,4,4,1,0
09:00 - 10:00,4,8,2,7,4,2,3
10:00 - 11:00,3,2,3,5,4,4,4
11:00 - 12:00,0,2,3,3,1,9,0
12:00 - 13:00,2,10,2,12,1,2,3
13:00 - 14:00,7,0,6,8,0,0,0
14:00 - 15:00,10,8,2,6,8,4,0
15:00 - 16:00,11,13,8,9,10,0,0
16:00 - 17:00,12,16,20,7,9,0,1
17:00 - 18:00,18,13,14,15,7,0,0
18:00 - 19:00,19,21,16,21,9,1,0
19:00 - 20:00,10,8,12,8,18,0,2
20:00 - 21:00,16,16,20,10,12,1,0
21:00 - 22:00,21,12,12,11,24,1,1
22:00 - 23:00,14,19,21,15,10,0,1
23:00 - 00:00,5,38,18,33,11,3,0
