 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.13,0.18,0.03,0.1,0.13,0.0
01:00 - 02:00,0.1,0.13,0.2,0.08,0.08,0.0,0.0
02:00 - 03:00,0.43,0.33,0.15,0.2,0.15,0.0,0.0
03:00 - 04:00,0.35,2.18,0.33,0.8,0.15,0.0,0.0
04:00 - 05:00,0.28,0.38,0.33,0.18,0.23,0.0,0.03
05:00 - 06:00,0.33,0.15,0.13,0.43,0.18,0.0,0.0
06:00 - 07:00,0.35,0.43,0.4,0.48,0.25,0.0,0.0
07:00 - 08:00,0.25,0.35,0.45,0.5,0.33,0.0,0.03
08:00 - 09:00,0.63,1.08,0.85,0.55,0.6,0.0,0.0
09:00 - 10:00,1.15,0.88,0.95,11.3,0.98,0.03,0.0
10:00 - 11:00,0.68,1.61,1.26,1.1,0.95,0.05,0.0
11:00 - 12:00,0.93,0.98,0.88,0.85,1.13,0.0,0.03
12:00 - 13:00,0.98,0.78,0.68,0.58,0.8,0.03,0.13
13:00 - 14:00,1.2,0.9,1.48,0.73,0.7,0.0,0.0
14:00 - 15:00,1.26,1.36,0.83,0.9,0.73,0.08,0.0
15:00 - 16:00,1.2,1.56,0.8,0.95,1.03,0.0,0.0
16:00 - 17:00,0.88,2.46,1.13,0.83,0.5,0.0,0.03
17:00 - 18:00,2.56,0.53,0.88,0.5,0.48,0.0,0.15
18:00 - 19:00,0.33,0.18,0.25,0.23,0.48,0.0,0.05
19:00 - 20:00,0.38,0.25,0.1,0.05,0.18,0.03,0.0
20:00 - 21:00,0.2,0.05,0.15,0.13,0.0,0.03,0.05
21:00 - 22:00,0.15,0.1,3.24,0.1,0.05,0.0,0.0
22:00 - 23:00,0.18,0.08,19.18,0.2,0.0,0.0,0.03
23:00 - 00:00,0.1,0.1,0.53,0.18,0.05,0.0,0.0
