 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.26,0.8,0.45,0.72,0.57,0.52,0.25
01:00 - 02:00,0.42,0.44,0.5,0.38,0.6,0.7,0.33
02:00 - 03:00,0.43,0.52,0.41,0.47,0.42,0.36,0.3
03:00 - 04:00,0.22,0.48,0.43,0.33,0.41,0.29,0.23
04:00 - 05:00,0.29,0.38,0.38,0.33,0.25,0.37,0.22
05:00 - 06:00,0.15,0.33,0.37,0.47,0.39,0.21,0.17
06:00 - 07:00,0.24,0.38,0.37,0.38,0.32,0.22,0.1
07:00 - 08:00,0.29,0.38,0.42,0.38,0.42,0.2,0.17
08:00 - 09:00,0.41,0.43,0.42,0.5,0.49,0.12,0.05
09:00 - 10:00,0.39,0.53,0.47,0.5,0.52,0.07,0.04
10:00 - 11:00,0.5,0.35,0.6,0.45,0.32,0.11,0.16
11:00 - 12:00,0.61,0.66,0.65,0.58,0.45,0.18,0.2
12:00 - 13:00,0.91,0.77,0.84,0.72,0.64,0.16,0.12
13:00 - 14:00,0.84,0.88,0.8,0.91,0.8,0.28,0.29
14:00 - 15:00,0.88,1.01,0.8,1.13,1.06,0.44,0.42
15:00 - 16:00,0.99,1.33,1.12,1.0,1.06,0.23,0.36
16:00 - 17:00,1.22,1.08,1.16,1.11,1.17,0.52,0.37
17:00 - 18:00,1.15,0.92,0.99,1.18,1.3,0.61,0.54
18:00 - 19:00,1.3,1.1,1.04,1.04,1.1,0.7,0.38
19:00 - 20:00,0.89,1.14,1.08,1.12,1.35,0.85,0.34
20:00 - 21:00,0.81,1.11,1.04,1.03,1.02,0.99,0.4
21:00 - 22:00,1.12,0.92,0.88,0.87,1.09,0.39,0.41
22:00 - 23:00,0.73,0.81,1.13,0.85,0.8,0.27,0.36
23:00 - 00:00,0.77,0.66,0.69,0.52,0.64,0.25,0.3
