 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.66,1.45,0.79,1.58,0.53,0.26,0.4
01:00 - 02:00,1.72,1.32,1.85,2.64,0.92,0.26,0.4
02:00 - 03:00,0.92,0.92,1.72,0.26,3.83,0.4,0.4
03:00 - 04:00,0.92,1.19,2.11,0.92,1.06,0.4,0.53
04:00 - 05:00,0.79,0.53,1.85,0.92,0.79,0.79,0.4
05:00 - 06:00,0.4,0.79,0.79,0.4,0.92,0.26,0.4
06:00 - 07:00,0.4,0.13,0.66,0.92,0.26,0.26,0.13
07:00 - 08:00,0.66,0.53,0.4,0.26,0.53,0.53,0.13
08:00 - 09:00,0.4,0.13,0.79,0.4,0.0,0.26,0.4
09:00 - 10:00,0.13,0.66,0.13,0.26,0.26,0.0,0.26
10:00 - 11:00,0.13,0.26,0.0,0.13,0.13,0.13,0.13
11:00 - 12:00,0.0,0.13,0.13,0.0,0.0,0.13,0.13
12:00 - 13:00,0.26,0.26,0.26,0.13,0.0,0.26,0.13
13:00 - 14:00,0.0,0.0,0.13,0.0,0.0,0.0,0.26
14:00 - 15:00,0.13,0.13,0.0,0.0,0.0,0.0,0.26
15:00 - 16:00,0.13,0.13,0.0,0.0,0.0,0.13,0.0
16:00 - 17:00,0.13,0.26,0.13,0.4,0.0,0.0,0.13
17:00 - 18:00,0.26,0.53,0.53,0.4,0.0,0.13,0.26
18:00 - 19:00,0.53,1.58,0.79,0.53,0.0,0.0,0.53
19:00 - 20:00,2.24,1.32,1.72,0.92,0.13,0.13,1.58
20:00 - 21:00,1.32,1.72,0.92,1.19,0.4,0.92,1.19
21:00 - 22:00,1.72,1.06,1.19,1.98,0.26,0.53,0.92
22:00 - 23:00,1.58,1.85,1.45,1.85,0.26,0.13,0.66
23:00 - 00:00,1.19,2.24,1.06,0.79,0.26,0.92,0.92
