 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.33,0.66,0.66,0.33,0.0,0.0,0.0
01:00 - 02:00,0.99,0.66,0.0,1.65,1.32,0.0,0.0
02:00 - 03:00,0.0,1.98,0.99,0.99,0.0,0.0,0.0
03:00 - 04:00,0.0,0.33,1.65,1.32,0.33,0.0,0.0
04:00 - 05:00,1.32,3.3,0.33,0.33,1.32,0.0,0.0
05:00 - 06:00,0.66,0.99,0.66,0.66,0.33,0.0,0.0
06:00 - 07:00,0.33,0.99,0.33,0.0,0.33,0.0,0.0
07:00 - 08:00,0.99,0.99,1.32,1.98,1.32,0.0,0.0
08:00 - 09:00,1.98,1.65,0.66,0.66,1.32,0.0,0.0
09:00 - 10:00,1.65,0.99,1.98,0.66,0.33,0.0,0.0
10:00 - 11:00,0.99,0.99,1.32,0.99,0.33,0.66,0.0
11:00 - 12:00,0.99,2.64,0.66,1.65,0.33,0.0,0.0
12:00 - 13:00,0.66,0.99,0.66,0.66,1.32,0.0,0.0
13:00 - 14:00,0.99,1.65,0.99,0.99,1.65,0.0,0.0
14:00 - 15:00,0.99,0.99,1.65,0.66,0.99,0.0,0.0
15:00 - 16:00,1.65,1.65,0.99,1.32,0.0,0.0,0.0
16:00 - 17:00,0.66,1.65,0.33,0.0,0.33,0.0,0.0
17:00 - 18:00,0.0,0.99,0.0,0.0,0.66,0.0,0.0
18:00 - 19:00,0.0,0.0,0.0,0.33,0.0,0.0,0.0
19:00 - 20:00,1.98,0.66,0.99,0.66,0.66,0.0,0.33
20:00 - 21:00,0.33,0.33,0.99,0.33,0.33,0.0,0.0
21:00 - 22:00,0.33,0.0,2.31,0.99,0.0,0.0,0.99
22:00 - 23:00,1.32,0.33,0.0,0.0,1.65,0.0,0.0
23:00 - 00:00,0.0,0.66,0.66,0.33,0.0,0.0,0.33
