 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,1.28,1.28,0.89,1.19,1.19,0.1
01:00 - 02:00,0.1,1.28,1.19,1.68,1.48,1.88,0.1
02:00 - 03:00,0.1,1.48,1.98,1.98,1.19,1.68,0.0
03:00 - 04:00,0.2,1.19,1.78,1.68,1.28,0.89,0.4
04:00 - 05:00,0.4,0.59,1.58,1.28,0.89,1.19,0.2
05:00 - 06:00,0.1,1.88,1.68,1.98,1.68,2.37,0.3
06:00 - 07:00,0.3,1.68,2.17,2.27,1.58,2.57,0.3
07:00 - 08:00,0.2,1.58,1.28,1.98,2.08,1.68,0.59
08:00 - 09:00,0.2,2.47,1.19,1.48,0.89,1.68,0.49
09:00 - 10:00,0.0,1.78,0.89,0.59,1.19,0.89,0.49
10:00 - 11:00,0.0,0.59,0.99,0.89,0.89,0.79,0.2
11:00 - 12:00,0.49,0.59,0.3,0.49,0.2,0.1,0.2
12:00 - 13:00,0.2,0.3,0.4,0.0,0.2,0.1,0.59
13:00 - 14:00,0.3,0.0,0.3,0.59,0.2,0.2,0.0
14:00 - 15:00,0.3,0.3,0.2,0.49,0.3,0.1,0.2
15:00 - 16:00,0.4,0.0,0.3,0.0,0.1,0.4,0.1
16:00 - 17:00,0.0,0.2,0.1,0.0,0.4,0.1,0.2
17:00 - 18:00,0.2,0.0,0.1,0.1,0.3,0.0,0.2
18:00 - 19:00,0.1,0.0,0.0,0.0,0.1,0.0,0.0
19:00 - 20:00,0.0,0.1,0.0,0.0,0.2,0.0,0.0
20:00 - 21:00,0.2,0.1,0.0,0.0,0.1,0.0,0.0
21:00 - 22:00,0.0,0.0,0.0,0.3,0.0,0.0,0.0
22:00 - 23:00,0.0,0.2,0.1,0.2,0.2,0.0,0.0
23:00 - 00:00,0.49,0.59,0.49,0.79,0.49,0.0,0.1
