 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,28,15,19,48,36,30,15
01:00 - 02:00,18,40,45,43,44,36,16
02:00 - 03:00,7,37,38,30,44,41,13
03:00 - 04:00,6,58,56,38,41,25,7
04:00 - 05:00,7,39,43,22,41,31,8
05:00 - 06:00,7,43,52,53,48,49,8
06:00 - 07:00,4,42,53,43,30,36,7
07:00 - 08:00,6,53,55,59,61,20,8
08:00 - 09:00,6,45,44,39,45,31,5
09:00 - 10:00,9,43,50,37,44,28,9
10:00 - 11:00,9,23,42,27,28,19,4
11:00 - 12:00,16,40,25,13,36,20,8
12:00 - 13:00,20,35,34,35,36,14,4
13:00 - 14:00,17,39,31,39,23,11,4
14:00 - 15:00,17,34,27,30,43,18,5
15:00 - 16:00,14,36,26,21,22,10,5
16:00 - 17:00,10,13,14,15,12,5,4
17:00 - 18:00,13,9,11,12,6,5,7
18:00 - 19:00,5,9,6,6,5,1,2
19:00 - 20:00,1,2,4,7,7,1,3
20:00 - 21:00,2,5,3,5,6,3,4
21:00 - 22:00,2,7,6,6,3,3,1
22:00 - 23:00,16,22,17,10,21,8,2
23:00 - 00:00,25,22,29,15,30,20,11
