 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,8,28,20,33,35,16,11
01:00 - 02:00,9,24,23,22,27,14,6
02:00 - 03:00,7,15,36,27,29,14,7
03:00 - 04:00,6,21,17,28,19,10,2
04:00 - 05:00,5,5,25,16,17,14,10
05:00 - 06:00,2,15,22,20,18,11,4
06:00 - 07:00,7,13,13,16,26,9,4
07:00 - 08:00,16,26,40,28,10,10,2
08:00 - 09:00,26,43,31,26,26,8,6
09:00 - 10:00,24,29,42,26,24,12,6
10:00 - 11:00,26,34,30,40,34,6,4
11:00 - 12:00,29,32,26,32,21,10,7
12:00 - 13:00,24,24,36,31,30,4,8
13:00 - 14:00,22,40,21,29,30,9,19
14:00 - 15:00,38,37,40,29,33,10,21
15:00 - 16:00,28,36,43,33,40,27,10
16:00 - 17:00,34,34,28,48,23,22,15
17:00 - 18:00,32,33,30,34,34,8,10
18:00 - 19:00,47,33,43,43,29,19,24
19:00 - 20:00,38,41,34,29,32,14,7
20:00 - 21:00,31,44,22,37,32,5,15
21:00 - 22:00,25,30,31,28,29,11,10
22:00 - 23:00,25,29,46,44,28,9,12
23:00 - 00:00,17,32,70,54,30,7,6
