 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.09,0.35,0.22,0.22,0.26,0.0,0.13
01:00 - 02:00,0.26,0.79,0.17,0.17,0.31,0.04,0.0
02:00 - 03:00,0.26,0.26,0.26,0.52,0.17,0.04,0.04
03:00 - 04:00,0.57,0.39,0.57,0.48,0.35,0.0,0.0
04:00 - 05:00,0.09,0.17,0.13,0.61,0.26,0.0,0.0
05:00 - 06:00,0.26,0.17,0.31,0.61,0.61,0.04,0.0
06:00 - 07:00,0.39,0.57,0.65,1.0,0.48,0.0,0.0
07:00 - 08:00,2.49,1.31,0.7,0.7,0.87,0.09,0.0
08:00 - 09:00,1.35,0.79,1.4,1.18,0.92,0.0,0.09
09:00 - 10:00,1.4,1.18,1.48,1.18,1.05,0.09,0.04
10:00 - 11:00,1.22,1.48,1.7,1.44,0.61,0.35,0.0
11:00 - 12:00,1.35,1.7,1.22,1.4,0.83,0.39,0.17
12:00 - 13:00,0.79,1.09,1.66,1.88,0.7,0.04,0.13
13:00 - 14:00,1.57,1.48,1.7,1.66,1.18,0.04,0.0
14:00 - 15:00,1.62,1.44,1.79,2.14,0.7,0.0,0.09
15:00 - 16:00,1.35,1.83,1.48,1.35,1.05,0.04,0.31
16:00 - 17:00,1.22,1.05,1.4,0.96,0.83,0.0,0.09
17:00 - 18:00,0.83,0.83,1.27,1.92,0.44,0.09,0.04
18:00 - 19:00,0.61,1.18,0.52,0.44,0.44,0.04,0.09
19:00 - 20:00,0.31,0.74,0.7,0.48,0.26,0.09,0.04
20:00 - 21:00,0.22,0.48,0.92,0.39,0.44,0.04,0.0
21:00 - 22:00,0.57,0.92,0.44,0.44,0.22,0.04,0.09
22:00 - 23:00,0.13,0.87,0.31,0.22,0.09,0.04,0.04
23:00 - 00:00,0.35,0.31,0.52,0.13,0.13,0.13,0.04
