 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,6,4,12,5,4,1
01:00 - 02:00,7,3,7,4,10,2,1
02:00 - 03:00,3,2,5,10,6,0,1
03:00 - 04:00,2,6,6,4,5,0,0
04:00 - 05:00,0,1,3,1,0,0,0
05:00 - 06:00,1,6,3,3,8,0,0
06:00 - 07:00,7,2,3,15,8,0,0
07:00 - 08:00,3,2,0,5,6,1,1
08:00 - 09:00,8,2,3,4,1,0,3
09:00 - 10:00,1,1,2,2,0,0,1
10:00 - 11:00,0,1,0,1,1,1,0
11:00 - 12:00,1,0,1,1,2,0,0
12:00 - 13:00,1,2,1,3,0,0,0
13:00 - 14:00,0,0,0,0,0,0,0
14:00 - 15:00,0,0,0,3,0,0,1
15:00 - 16:00,0,3,1,0,1,0,1
16:00 - 17:00,3,1,5,1,1,0,0
17:00 - 18:00,8,3,4,4,1,1,0
18:00 - 19:00,18,6,7,5,1,0,1
19:00 - 20:00,2,4,2,3,2,0,0
20:00 - 21:00,1,7,2,4,1,0,1
21:00 - 22:00,0,6,8,5,2,1,0
22:00 - 23:00,2,2,12,5,2,0,0
23:00 - 00:00,2,6,7,0,7,0,1
