 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00 - 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00 - 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00 - 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:00 - 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:00 - 08:00,0.0,0.13,0.26,0.13,0.0,0.0,0.0
08:00 - 09:00,2.57,0.13,1.16,1.03,0.26,0.0,0.0
09:00 - 10:00,2.31,3.98,3.98,8.1,4.24,0.39,0.0
10:00 - 11:00,3.08,1.54,7.71,1.03,3.34,0.0,0.0
11:00 - 12:00,2.83,1.54,1.54,1.8,1.8,0.0,0.0
12:00 - 13:00,0.64,0.77,2.96,1.29,1.03,0.0,0.0
13:00 - 14:00,1.41,3.47,3.08,1.8,1.54,0.0,0.0
14:00 - 15:00,1.16,1.03,3.98,2.06,1.8,0.0,0.51
15:00 - 16:00,0.9,1.54,3.6,0.64,1.41,0.0,0.0
16:00 - 17:00,1.54,1.03,0.64,0.77,0.26,0.0,0.26
17:00 - 18:00,0.13,0.64,0.39,0.26,0.0,0.51,0.39
18:00 - 19:00,0.0,0.13,0.0,0.13,0.26,0.0,0.0
19:00 - 20:00,0.13,0.0,0.0,0.0,0.51,0.26,0.0
20:00 - 21:00,0.0,0.0,0.0,0.0,0.0,0.26,0.0
21:00 - 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:00 - 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23:00 - 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
