 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.32,0.0,0.0,0.0,0.0,0.0
01:00 - 02:00,0.0,0.0,0.0,0.0,0.32,0.0,0.0
02:00 - 03:00,0.32,0.32,0.0,0.0,0.0,0.0,0.0
03:00 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 05:00,0.0,0.0,0.0,0.32,0.0,0.0,0.0
05:00 - 06:00,0.0,0.0,0.0,0.0,0.32,0.0,0.0
06:00 - 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:00 - 08:00,0.0,1.27,0.0,0.32,0.64,0.0,0.0
08:00 - 09:00,1.27,7.32,0.32,0.0,0.0,0.0,0.0
09:00 - 10:00,1.59,3.5,1.59,0.0,0.32,0.0,0.0
10:00 - 11:00,1.27,0.32,0.96,1.27,0.32,0.0,0.0
11:00 - 12:00,2.55,0.96,1.91,2.55,1.27,0.0,0.0
12:00 - 13:00,0.64,2.55,0.96,1.27,0.96,0.0,0.0
13:00 - 14:00,0.32,1.91,1.27,1.27,1.91,0.0,0.0
14:00 - 15:00,1.59,5.41,1.59,2.55,1.59,0.0,0.0
15:00 - 16:00,1.59,2.55,2.23,1.59,0.32,0.0,0.0
16:00 - 17:00,1.27,4.14,0.64,0.96,0.0,0.0,0.0
17:00 - 18:00,0.64,1.59,0.64,0.64,1.27,0.0,0.0
18:00 - 19:00,0.96,4.14,1.27,1.27,0.32,0.0,0.0
19:00 - 20:00,2.23,1.59,1.91,0.32,0.32,0.0,0.0
20:00 - 21:00,0.32,3.18,1.27,0.0,0.32,0.0,0.0
21:00 - 22:00,0.64,0.0,0.32,0.0,0.0,0.0,0.0
22:00 - 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23:00 - 00:00,0.0,0.0,0.32,0.0,0.0,0.0,0.0
