 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,2.04,1.75,1.46,1.17,1.17,0.0
01:00 - 02:00,0.0,0.58,0.58,1.75,1.75,1.75,0.0
02:00 - 03:00,0.0,1.46,1.75,2.92,0.58,2.04,0.0
03:00 - 04:00,0.0,1.75,0.29,1.75,4.37,7.0,0.0
04:00 - 05:00,0.0,0.58,2.92,0.58,2.33,1.46,0.0
05:00 - 06:00,0.0,1.75,2.04,0.29,0.58,0.58,0.0
06:00 - 07:00,0.0,0.87,2.04,1.46,0.0,0.29,0.0
07:00 - 08:00,0.0,0.0,0.58,0.58,0.58,0.87,0.0
08:00 - 09:00,0.0,0.87,2.92,0.0,0.87,0.58,0.0
09:00 - 10:00,0.0,0.87,2.92,0.29,0.58,0.0,0.0
10:00 - 11:00,0.0,0.87,0.0,0.0,0.0,0.0,0.0
11:00 - 12:00,0.0,0.58,0.29,1.17,0.58,0.0,0.0
12:00 - 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:00 - 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:00 - 15:00,0.0,0.0,0.0,0.0,0.29,0.0,0.0
15:00 - 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:00 - 17:00,0.0,0.29,0.0,0.0,0.0,0.0,0.0
17:00 - 18:00,0.0,0.0,0.0,0.29,0.0,0.0,0.0
18:00 - 19:00,0.0,0.29,0.29,0.87,0.29,0.0,0.0
19:00 - 20:00,0.0,0.0,0.29,0.58,0.58,0.0,0.0
20:00 - 21:00,1.17,0.0,0.0,1.75,0.58,0.29,0.0
21:00 - 22:00,0.87,1.46,0.87,0.58,0.58,0.0,0.0
22:00 - 23:00,0.87,1.46,0.58,1.75,0.58,0.0,0.0
23:00 - 00:00,2.33,1.75,2.62,2.92,1.17,0.0,0.0
