 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.13,0.3,0.26,0.39,0.13,0.09,0.13
01:00 - 02:00,0.13,0.22,0.04,0.3,0.57,0.17,0.3
02:00 - 03:00,0.35,0.22,0.22,0.22,0.13,0.13,0.26
03:00 - 04:00,0.13,0.3,0.17,0.17,0.26,0.04,0.09
04:00 - 05:00,0.3,0.35,0.52,0.44,0.22,0.17,0.13
05:00 - 06:00,0.39,0.3,0.52,0.7,0.48,0.22,0.09
06:00 - 07:00,0.39,0.26,0.3,0.39,0.17,0.17,0.04
07:00 - 08:00,0.52,0.48,0.7,0.35,0.57,0.3,0.13
08:00 - 09:00,0.78,1.17,0.91,0.44,0.44,0.26,0.22
09:00 - 10:00,0.78,0.83,1.39,0.78,0.78,0.35,0.04
10:00 - 11:00,1.31,1.61,2.05,1.35,1.26,0.44,0.13
11:00 - 12:00,1.44,1.96,1.96,1.74,1.57,0.61,0.35
12:00 - 13:00,1.65,1.65,1.83,1.52,1.35,0.22,0.35
13:00 - 14:00,1.39,1.39,1.83,0.96,1.22,0.48,0.17
14:00 - 15:00,1.0,1.04,1.09,1.44,1.52,0.39,0.13
15:00 - 16:00,1.74,1.52,2.13,0.87,0.91,0.35,0.39
16:00 - 17:00,1.57,1.44,1.48,0.96,1.22,0.39,0.61
17:00 - 18:00,1.26,1.04,1.13,0.65,0.78,0.22,0.35
18:00 - 19:00,1.04,0.65,0.7,0.48,0.52,0.3,0.26
19:00 - 20:00,0.61,0.52,0.65,0.48,0.39,0.04,0.09
20:00 - 21:00,0.39,0.39,0.22,0.52,0.17,0.13,0.09
21:00 - 22:00,0.3,0.3,0.09,0.26,0.22,0.04,0.22
22:00 - 23:00,0.22,0.74,0.26,0.35,0.17,0.04,0.13
23:00 - 00:00,0.3,0.48,0.35,0.52,0.09,0.04,0.13
