 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,120,168,523,150,141,87,69
01:00 - 02:00,155,264,200,217,166,105,108
02:00 - 03:00,267,289,282,186,229,114,83
03:00 - 04:00,229,268,236,255,248,139,79
04:00 - 05:00,165,179,166,188,145,84,92
05:00 - 06:00,215,216,176,184,143,83,83
06:00 - 07:00,394,364,351,330,259,109,83
07:00 - 08:00,272,388,341,336,299,134,106
08:00 - 09:00,322,342,358,333,311,150,115
09:00 - 10:00,226,319,251,277,271,114,147
10:00 - 11:00,323,423,336,419,339,185,164
11:00 - 12:00,223,230,225,209,203,128,156
12:00 - 13:00,347,336,295,314,252,141,174
13:00 - 14:00,622,558,529,563,575,172,180
14:00 - 15:00,1557,1660,1356,1347,1138,177,169
15:00 - 16:00,2504,1852,1687,1530,1440,160,197
16:00 - 17:00,2395,1394,1324,1130,1144,222,218
17:00 - 18:00,1464,746,830,710,755,156,156
18:00 - 19:00,1153,766,657,616,648,117,177
19:00 - 20:00,931,702,641,600,577,116,164
20:00 - 21:00,940,682,644,638,799,123,155
21:00 - 22:00,625,491,477,476,1056,120,134
22:00 - 23:00,552,484,504,541,488,134,137
23:00 - 00:00,254,206,177,245,172,84,93
