 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.22,0.0,0.0,0.0,0.0,0.0,0.0
01:00 - 02:00,0.0,0.0,0.22,0.22,0.0,0.0,0.0
02:00 - 03:00,0.22,0.0,0.22,0.0,0.44,0.0,0.0
03:00 - 04:00,0.22,0.0,0.0,0.22,0.0,0.0,0.0
04:00 - 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00 - 06:00,0.0,0.0,0.22,0.0,0.22,0.0,0.0
06:00 - 07:00,1.74,0.22,0.22,0.0,0.87,0.0,0.0
07:00 - 08:00,1.74,0.22,0.87,1.53,0.44,0.0,0.0
08:00 - 09:00,1.74,1.53,1.09,3.92,0.65,0.0,0.22
09:00 - 10:00,0.87,0.87,1.74,1.74,0.65,0.0,0.0
10:00 - 11:00,2.18,0.87,1.74,0.87,0.22,0.0,0.0
11:00 - 12:00,0.87,0.65,1.53,1.09,0.65,0.0,0.22
12:00 - 13:00,0.87,0.87,1.31,1.53,1.09,0.0,0.0
13:00 - 14:00,3.49,5.45,2.18,1.31,1.31,0.0,0.0
14:00 - 15:00,4.36,2.4,0.87,0.87,1.96,0.0,0.0
15:00 - 16:00,1.96,1.53,1.74,0.87,1.31,0.22,0.0
16:00 - 17:00,0.65,0.87,1.09,1.09,0.44,0.0,0.22
17:00 - 18:00,0.87,1.53,0.22,0.65,3.05,0.0,0.0
18:00 - 19:00,0.44,1.09,0.65,0.22,2.61,0.0,0.0
19:00 - 20:00,0.44,1.53,0.22,1.09,0.22,0.0,0.0
20:00 - 21:00,2.61,1.96,0.44,0.65,0.44,0.0,0.0
21:00 - 22:00,0.22,0.22,0.0,0.0,0.0,0.0,0.0
22:00 - 23:00,0.0,0.22,0.0,0.0,0.0,0.0,0.0
23:00 - 00:00,0.44,0.0,0.0,0.0,0.0,0.0,0.0
