 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,1
01:00 - 02:00,0,0,0,1,1,0,0
02:00 - 03:00,0,0,1,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,1,0,0,0,0,0,0
07:00 - 08:00,0,0,0,1,5,0,0
08:00 - 09:00,14,4,2,34,11,0,2
09:00 - 10:00,24,15,21,33,32,0,0
10:00 - 11:00,36,28,24,15,40,0,0
11:00 - 12:00,47,30,24,31,29,1,0
12:00 - 13:00,36,36,28,34,29,0,0
13:00 - 14:00,27,15,40,28,18,0,0
14:00 - 15:00,33,24,30,37,41,3,0
15:00 - 16:00,58,27,34,27,24,0,3
16:00 - 17:00,28,32,24,22,15,0,0
17:00 - 18:00,11,17,19,21,10,0,0
18:00 - 19:00,5,4,10,31,32,0,1
19:00 - 20:00,0,1,0,16,10,0,1
20:00 - 21:00,2,0,1,1,1,0,1
21:00 - 22:00,0,3,1,1,1,0,0
22:00 - 23:00,0,0,1,1,2,0,0
23:00 - 00:00,0,1,0,2,0,7,0
