 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.54,0.6,0.22,0.33,0.65,0.49,0.16
01:00 - 02:00,0.16,0.43,0.38,0.92,0.49,0.43,0.16
02:00 - 03:00,0.22,0.49,0.49,0.6,0.16,0.43,0.49
03:00 - 04:00,0.43,0.65,0.6,0.11,0.33,0.16,0.27
04:00 - 05:00,0.43,0.27,0.49,0.87,0.65,0.22,0.33
05:00 - 06:00,0.38,0.65,0.16,0.43,0.33,0.43,0.81
06:00 - 07:00,0.33,0.22,0.43,0.76,0.65,0.33,0.22
07:00 - 08:00,0.22,0.49,0.6,1.73,1.25,0.43,0.7
08:00 - 09:00,0.49,0.6,0.38,1.08,0.54,0.65,0.49
09:00 - 10:00,0.38,0.81,0.49,0.87,0.43,0.65,0.6
10:00 - 11:00,0.38,0.7,0.65,1.08,0.6,0.43,0.54
11:00 - 12:00,0.11,0.7,0.22,1.25,1.03,0.43,0.38
12:00 - 13:00,0.92,0.81,0.92,1.25,0.22,0.33,0.6
13:00 - 14:00,0.98,0.76,0.65,0.87,1.36,0.87,0.22
14:00 - 15:00,0.81,2.06,1.14,0.98,1.08,0.33,0.7
15:00 - 16:00,1.03,0.65,0.92,0.6,0.54,0.7,0.6
16:00 - 17:00,1.46,0.49,0.7,1.25,0.92,0.33,0.33
17:00 - 18:00,0.43,0.65,0.7,1.14,0.81,0.22,0.38
18:00 - 19:00,0.65,0.43,0.98,0.49,0.81,0.49,0.22
19:00 - 20:00,0.87,0.65,0.87,0.6,0.38,1.14,0.49
20:00 - 21:00,0.43,0.65,0.38,0.33,0.38,0.22,0.54
21:00 - 22:00,1.08,0.7,0.43,0.38,0.22,0.33,0.22
22:00 - 23:00,0.43,1.19,0.81,0.27,0.76,0.33,0.54
23:00 - 00:00,0.81,0.81,0.7,0.87,0.87,0.22,0.22
