2017-10-03 10:30:00,2017-10-04 09:05:00,2017-10-04 10:04:00,2017-10-04 10:06:00,2017-10-05 10:35:00,2017-10-05 10:38:00,2017-10-05 10:45:00,2017-10-06 07:12:00,2017-10-06 07:14:00,2017-10-06 07:16:00,2017-10-06 07:45:00,2017-10-11 13:59:00,2017-10-12 14:30:00,2017-10-13 14:27:00,2017-10-13 15:01:00,2017-10-16 09:11:00,2017-10-16 12:45:00,2017-10-16 14:51:00,2017-10-17 10:23:00,2017-10-17 11:08:00,2017-10-17 11:12:00,2017-10-18 08:32:00,2017-10-19 10:25:00,2017-10-19 11:26:00,2017-10-19 13:15:00,2017-10-19 13:25:00,2017-10-19 13:38:00,2017-10-19 13:58:00,2017-10-23 09:10:00,2017-10-23 09:49:00,2017-10-23 09:57:00,2017-10-23 10:03:00,2017-10-23 10:03:00,2017-10-23 10:18:00,2017-10-23 10:21:00,2017-10-23 10:24:00,2017-10-23 10:39:00,2017-10-23 10:42:00,2017-10-24 07:59:00,2017-10-25 08:25:00,2017-10-25 13:32:00,2017-10-26 09:11:00,2017-10-27 10:41:00,2017-10-31 09:10:00,2017-10-31 11:25:00,2017-11-02 09:00:00,2017-11-02 09:12:00,2017-11-02 10:33:00,2017-11-03 08:33:00,2017-11-03 09:50:00,2017-11-03 10:18:00,2017-11-03 10:37:00,2017-11-07 10:12:00,2017-11-07 15:05:00,2017-11-08 10:01:00,2017-11-10 08:36:00,2017-11-10 08:53:00,2017-11-13 11:47:00,2017-11-13 12:45:00,2017-11-13 13:33:00,2017-11-13 13:45:00,2017-11-14 08:08:00,2017-11-15 09:16:00,2017-11-15 10:00:00,2017-11-16 12:11:00,2017-11-16 12:17:00,2017-11-16 12:23:00,2017-11-16 14:17:00,2017-11-16 15:12:00,2017-11-17 10:01:00,2017-11-21 08:45:00,2017-11-21 09:34:00,2017-11-21 10:17:00,2017-11-22 08:02:00,2017-11-22 08:16:00,2017-11-22 13:57:00,2017-11-23 11:26:00,2017-11-24 10:16:00,2017-11-24 12:26:00,2017-11-24 13:55:00,2017-11-27 14:08:00,2017-11-28 09:55:00,2017-11-28 12:07:00,2017-11-29 08:08:00,2017-11-30 10:03:00,2017-12-01 08:49:00,2017-12-01 11:33:00,2017-12-01 11:36:00,2017-12-01 12:07:00,2017-12-05 10:12:00,2017-12-05 14:43:00,2017-12-05 14:48:00,2017-12-06 08:53:00,2017-12-06 14:46:00,2017-12-07 13:22:00,2017-12-08 16:52:00,2017-12-11 09:55:00,2017-12-11 10:48:00,2017-12-11 13:55:00,2017-12-11 14:45:00,2017-12-12 09:27:00,2017-12-13 11:29:00,2017-12-14 10:03:00,2017-12-15 10:44:00,2017-12-15 13:33:00,2017-12-15 14:28:00,2017-12-15 14:41:00,2017-12-18 08:57:00,2017-12-18 09:32:00,2017-12-18 14:09:00,2017-12-18 14:20:00,2017-12-20 08:19:00
457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568
