 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.33,0.38,0.76,0.29,0.38,0.0,0.14
01:00 - 02:00,0.43,0.62,0.38,0.33,0.38,0.24,0.0
02:00 - 03:00,0.67,0.53,0.38,0.48,0.62,0.1,0.05
03:00 - 04:00,0.72,0.72,0.33,0.62,0.43,0.1,0.05
04:00 - 05:00,0.62,0.81,0.53,0.62,0.76,0.14,0.14
05:00 - 06:00,0.72,0.81,0.48,0.72,0.57,0.0,0.14
06:00 - 07:00,1.24,0.72,0.86,1.0,0.81,0.05,0.14
07:00 - 08:00,0.91,0.81,1.24,1.05,0.67,0.33,0.19
08:00 - 09:00,1.15,0.57,1.0,1.29,1.24,0.14,0.24
09:00 - 10:00,1.43,1.48,1.29,1.34,1.1,0.24,0.29
10:00 - 11:00,0.86,1.29,1.34,1.0,0.91,0.05,0.19
11:00 - 12:00,1.0,0.67,1.29,1.43,0.53,0.14,0.24
12:00 - 13:00,1.1,0.91,1.1,1.05,1.05,0.29,0.19
13:00 - 14:00,0.67,0.96,0.86,0.76,0.72,0.29,0.14
14:00 - 15:00,0.53,0.96,0.91,0.43,0.62,0.05,0.19
15:00 - 16:00,0.67,0.38,1.05,0.43,0.81,0.05,0.24
16:00 - 17:00,0.96,0.67,0.96,0.53,0.53,0.29,0.29
17:00 - 18:00,1.19,0.86,0.48,0.67,0.96,0.19,0.62
18:00 - 19:00,0.38,1.05,1.34,1.1,0.29,0.05,0.38
19:00 - 20:00,0.91,0.91,0.96,0.76,0.24,0.19,0.19
20:00 - 21:00,0.91,0.86,0.86,0.57,0.48,0.05,0.53
21:00 - 22:00,0.57,0.67,0.76,0.29,0.24,0.05,0.33
22:00 - 23:00,0.33,1.05,0.81,0.43,0.29,0.1,0.53
23:00 - 00:00,0.67,0.62,0.48,0.48,0.1,0.0,0.33
