 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.11,1.3,0.98,1.19,0.54,0.43,0.11
01:00 - 02:00,0.87,0.54,0.43,0.87,0.65,0.43,0.11
02:00 - 03:00,0.43,0.54,0.65,0.0,0.98,0.43,0.43
03:00 - 04:00,0.11,0.22,0.76,0.76,1.08,0.43,0.11
04:00 - 05:00,0.54,0.54,0.87,0.11,0.33,0.22,0.33
05:00 - 06:00,0.43,0.76,0.76,1.08,0.33,0.33,0.33
06:00 - 07:00,0.65,0.98,0.65,0.43,0.33,0.11,0.11
07:00 - 08:00,0.33,0.87,0.54,0.43,0.54,0.11,0.22
08:00 - 09:00,0.54,0.54,1.08,0.33,0.11,0.11,0.0
09:00 - 10:00,0.43,0.76,0.54,0.33,0.43,0.33,0.11
10:00 - 11:00,0.43,0.33,0.33,0.54,0.11,0.22,0.33
11:00 - 12:00,0.33,0.11,0.22,0.22,0.22,0.33,0.33
12:00 - 13:00,0.33,0.33,0.22,0.76,0.22,0.22,0.11
13:00 - 14:00,0.22,1.19,0.43,0.0,0.11,0.0,0.0
14:00 - 15:00,0.33,0.43,0.43,0.87,0.54,0.22,0.0
15:00 - 16:00,0.65,0.54,0.54,0.43,0.65,0.11,0.22
16:00 - 17:00,1.19,1.3,1.3,0.98,0.65,0.22,0.11
17:00 - 18:00,1.08,0.76,2.17,0.65,0.98,0.0,0.11
18:00 - 19:00,1.08,0.22,1.19,0.54,0.76,0.22,0.43
19:00 - 20:00,1.08,1.63,0.98,0.98,1.08,0.22,0.33
20:00 - 21:00,1.19,1.08,0.87,1.19,1.19,0.33,0.33
21:00 - 22:00,1.74,1.41,1.52,0.76,1.52,0.87,0.33
22:00 - 23:00,0.76,1.19,1.95,1.52,1.52,0.33,0.33
23:00 - 00:00,1.63,1.41,0.98,0.65,1.52,0.87,0.33
