 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.04,0.11,0.08,0.08,0.03,0.0,0.0
01:00 - 02:00,0.13,0.17,0.12,0.11,0.17,0.06,0.02
02:00 - 03:00,0.23,0.26,0.11,1.92,0.22,0.03,0.0
03:00 - 04:00,0.14,0.21,0.11,0.1,0.06,0.0,0.01
04:00 - 05:00,0.09,0.12,0.02,0.07,0.08,0.02,0.03
05:00 - 06:00,0.29,0.16,0.22,0.23,0.02,0.01,0.08
06:00 - 07:00,0.63,0.29,0.57,0.47,0.09,0.0,0.16
07:00 - 08:00,1.65,0.76,0.87,1.18,0.21,0.0,0.41
08:00 - 09:00,2.16,1.23,2.03,1.69,0.32,0.01,0.55
09:00 - 10:00,3.3,1.72,1.14,1.31,0.3,0.01,0.59
10:00 - 11:00,2.16,1.15,1.18,1.07,0.45,0.01,0.49
11:00 - 12:00,1.74,1.46,1.15,0.86,0.42,0.0,0.41
12:00 - 13:00,2.86,1.36,3.13,1.64,0.42,0.03,0.6
13:00 - 14:00,2.94,4.27,2.19,1.48,0.45,0.01,0.48
14:00 - 15:00,2.59,2.92,4.48,1.3,0.46,0.03,0.38
15:00 - 16:00,1.51,1.28,1.0,1.05,0.5,0.02,0.32
16:00 - 17:00,0.61,1.1,0.89,0.52,0.22,0.01,0.2
17:00 - 18:00,0.33,0.48,0.89,0.57,0.23,0.01,0.14
18:00 - 19:00,0.35,0.38,0.53,0.37,0.18,0.02,0.13
19:00 - 20:00,0.41,0.58,3.1,0.32,0.25,0.03,0.04
20:00 - 21:00,0.19,0.38,1.8,0.23,0.21,0.0,0.0
21:00 - 22:00,0.2,0.28,0.16,0.36,0.19,0.0,0.06
22:00 - 23:00,0.16,0.3,0.09,0.08,0.08,0.0,0.01
23:00 - 00:00,0.04,0.13,0.11,0.1,0.04,0.0,0.01
