 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.31,0.23,0.13,0.11,0.14,0.04,0.01
01:00 - 02:00,0.11,0.14,0.2,0.17,0.27,0.04,0.0
02:00 - 03:00,0.67,0.41,0.67,0.72,0.48,0.09,0.01
03:00 - 04:00,1.09,1.06,1.3,0.74,0.95,0.16,0.07
04:00 - 05:00,0.89,1.3,1.05,1.12,5.3,0.1,0.04
05:00 - 06:00,1.32,1.09,1.52,1.21,1.33,0.21,0.06
06:00 - 07:00,1.67,1.4,1.09,1.42,1.28,0.2,0.07
07:00 - 08:00,2.1,1.22,1.13,1.13,1.06,0.06,0.17
08:00 - 09:00,2.84,1.36,1.3,1.4,1.36,0.21,0.07
09:00 - 10:00,1.97,2.26,1.73,1.73,1.46,0.1,0.13
10:00 - 11:00,1.52,1.35,2.31,1.3,1.28,0.07,0.16
11:00 - 12:00,1.06,0.87,1.26,1.04,0.92,0.1,0.1
12:00 - 13:00,0.85,1.32,0.74,1.02,0.61,0.1,0.09
13:00 - 14:00,0.71,0.77,0.65,0.64,0.5,0.14,0.01
14:00 - 15:00,0.81,0.72,0.75,0.61,0.31,0.17,0.03
15:00 - 16:00,0.41,0.16,0.35,0.55,0.43,0.07,0.01
16:00 - 17:00,0.43,0.58,0.61,0.64,0.28,0.0,0.03
17:00 - 18:00,0.2,0.91,0.57,0.57,0.26,0.04,0.09
18:00 - 19:00,0.24,0.41,0.41,0.38,0.14,0.07,0.14
19:00 - 20:00,0.21,0.33,0.4,0.3,0.21,0.11,0.18
20:00 - 21:00,0.27,0.27,0.41,0.2,0.16,0.09,0.2
21:00 - 22:00,0.34,0.3,0.34,0.26,0.11,0.06,0.14
22:00 - 23:00,0.78,0.18,0.24,0.28,0.06,0.1,0.04
23:00 - 00:00,0.16,0.16,0.11,0.13,0.04,0.06,0.09
