 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,13,12,16,8,13,2,2
01:00 - 02:00,13,21,19,18,33,2,4
02:00 - 03:00,35,37,43,52,35,5,2
03:00 - 04:00,77,92,67,83,76,6,8
04:00 - 05:00,94,107,103,221,124,39,10
05:00 - 06:00,113,121,131,146,134,15,7
06:00 - 07:00,144,110,107,109,111,21,11
07:00 - 08:00,122,108,129,109,115,22,14
08:00 - 09:00,113,140,137,143,146,8,16
09:00 - 10:00,155,143,138,148,102,6,7
10:00 - 11:00,152,174,163,156,110,8,11
11:00 - 12:00,108,105,119,128,120,9,6
12:00 - 13:00,85,84,96,64,68,11,8
13:00 - 14:00,69,60,81,51,51,5,8
14:00 - 15:00,68,39,81,60,37,9,14
15:00 - 16:00,48,37,65,57,49,24,8
16:00 - 17:00,35,44,41,44,25,13,15
17:00 - 18:00,32,55,51,31,33,14,7
18:00 - 19:00,35,30,22,14,29,9,15
19:00 - 20:00,21,35,16,25,14,4,17
20:00 - 21:00,36,28,29,20,7,3,24
21:00 - 22:00,19,27,15,13,7,3,14
22:00 - 23:00,31,16,21,22,2,3,17
23:00 - 00:00,17,17,23,17,7,4,8
