 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.07,1.97,1.97,1.53,1.31,1.24,0.07
01:00 - 02:00,0.0,1.24,0.66,0.58,0.44,0.36,0.22
02:00 - 03:00,0.07,0.66,0.44,1.09,0.73,0.44,0.0
03:00 - 04:00,0.07,1.02,0.66,0.66,0.51,0.29,0.0
04:00 - 05:00,0.0,0.66,0.58,0.66,0.58,0.73,0.0
05:00 - 06:00,0.0,0.36,0.66,0.44,0.51,0.29,0.07
06:00 - 07:00,0.15,0.8,0.36,0.44,0.44,0.29,0.0
07:00 - 08:00,0.0,0.51,0.15,0.15,0.51,0.07,0.0
08:00 - 09:00,0.15,0.0,0.15,0.07,0.29,0.0,0.07
09:00 - 10:00,0.07,0.44,0.0,0.22,0.29,0.07,0.0
10:00 - 11:00,0.0,0.51,0.0,0.22,0.15,0.36,0.07
11:00 - 12:00,0.15,0.22,0.15,0.07,0.07,0.07,0.0
12:00 - 13:00,0.07,0.07,0.07,0.07,0.07,0.07,0.0
13:00 - 14:00,0.22,0.22,0.15,0.07,0.15,0.07,0.0
14:00 - 15:00,0.15,0.07,0.0,0.07,0.36,0.15,0.07
15:00 - 16:00,0.44,0.8,0.44,0.66,0.51,0.07,0.0
16:00 - 17:00,0.58,1.02,1.31,1.24,0.95,0.15,0.0
17:00 - 18:00,0.58,1.31,2.18,1.53,0.95,0.0,0.0
18:00 - 19:00,1.17,0.58,1.53,1.53,1.17,0.15,0.07
19:00 - 20:00,1.97,1.75,1.46,1.31,1.17,0.0,0.0
20:00 - 21:00,1.31,1.24,1.6,1.46,1.17,0.0,0.0
21:00 - 22:00,2.84,1.6,1.82,2.18,1.75,0.0,0.0
22:00 - 23:00,2.48,2.55,2.33,1.46,1.46,0.07,0.22
23:00 - 00:00,2.11,1.82,1.97,2.26,1.82,0.07,0.15
