 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.28,0.77,0.81,0.82,0.82,0.71,0.35
01:00 - 02:00,0.31,0.73,0.76,0.89,0.69,0.6,0.29
02:00 - 03:00,0.25,0.53,0.49,0.56,0.41,0.52,0.28
03:00 - 04:00,0.22,0.35,0.46,0.53,0.47,0.37,0.26
04:00 - 05:00,0.25,0.43,0.48,0.61,0.44,0.41,0.22
05:00 - 06:00,0.23,0.4,0.35,0.64,0.31,0.37,0.18
06:00 - 07:00,0.17,0.38,0.46,0.26,0.34,0.29,0.18
07:00 - 08:00,0.28,0.25,0.4,0.35,0.29,0.21,0.18
08:00 - 09:00,0.37,0.29,0.34,0.4,0.29,0.26,0.07
09:00 - 10:00,0.33,0.46,0.46,0.41,0.43,0.24,0.19
10:00 - 11:00,0.53,0.6,0.71,0.77,0.68,0.11,0.16
11:00 - 12:00,0.54,0.7,0.82,0.73,0.76,0.18,0.21
12:00 - 13:00,0.55,0.72,0.68,0.83,0.61,0.17,0.21
13:00 - 14:00,0.51,0.92,0.81,0.83,0.76,0.31,0.18
14:00 - 15:00,0.86,0.75,0.8,0.91,0.66,0.32,0.23
15:00 - 16:00,0.96,1.02,0.93,1.1,0.91,0.13,0.26
16:00 - 17:00,1.14,1.07,1.12,1.26,1.16,0.29,0.26
17:00 - 18:00,1.03,1.3,1.27,1.3,1.04,0.41,0.28
18:00 - 19:00,0.96,1.05,1.32,1.11,1.19,0.45,0.31
19:00 - 20:00,1.04,0.9,1.0,0.93,0.76,0.29,0.23
20:00 - 21:00,0.89,0.89,0.85,1.0,0.76,0.26,0.32
21:00 - 22:00,0.8,0.94,1.03,0.98,0.89,0.33,0.25
22:00 - 23:00,0.88,1.06,0.98,1.21,0.95,0.28,0.41
23:00 - 00:00,0.99,1.14,1.07,1.04,0.93,0.31,0.26
