2015-06-03 10:14:00,2015-06-03 10:27:00,2015-06-03 16:19:00,2015-06-08 12:04:00,2015-06-08 12:26:00,2015-06-09 15:18:00,2015-06-10 08:20:00,2015-06-10 11:08:00,2015-06-10 11:58:00,2015-06-10 15:01:00,2015-06-10 16:16:00,2015-06-10 16:17:00,2015-06-10 16:18:00,2015-06-10 17:18:00,2015-06-11 10:23:00,2015-06-11 12:18:00,2015-06-11 12:20:00,2015-06-12 09:57:00,2015-06-12 10:33:00,2015-06-12 11:59:00,2015-06-12 14:39:00,2015-06-15 18:44:00,2015-06-16 12:04:00,2015-06-16 12:06:00,2015-06-17 09:27:00,2015-06-17 11:21:00,2015-06-18 10:49:00,2015-06-18 10:54:00,2015-06-18 11:17:00,2015-06-18 11:49:00,2015-06-18 11:55:00,2015-06-18 12:23:00,2015-06-18 12:25:00,2015-06-18 12:31:00,2015-06-19 11:26:00,2015-06-19 11:56:00,2015-06-19 12:04:00,2015-06-19 12:24:00,2015-06-19 15:00:00,2015-06-19 15:51:00,2015-06-22 14:46:00,2015-06-23 13:28:00,2015-06-23 13:34:00,2015-06-23 16:35:00,2015-06-23 17:11:00,2015-06-23 17:12:00,2015-06-24 12:47:00,2015-06-24 15:17:00,2015-06-24 15:17:00,2015-06-25 11:08:00,2015-06-25 11:08:00,2015-06-26 14:18:00,2015-06-26 16:03:00,2015-06-29 10:40:00,2015-06-29 10:56:00,2015-06-29 11:18:00,2015-06-29 13:12:00,2015-06-29 13:21:00,2015-06-29 14:04:00,2015-06-29 14:10:00,2015-06-29 14:27:00,2015-06-30 08:25:00,2015-06-30 10:30:00,2015-06-30 10:32:00,2015-06-30 10:48:00,2015-06-30 13:00:00,2015-06-30 18:41:00,2015-06-30 18:43:00,2015-06-30 18:48:00,2015-06-30 18:53:00,2015-06-30 18:56:00,2015-07-01 11:49:00,2015-07-01 16:56:00,2015-07-01 16:58:00,2015-07-01 17:01:00,2015-07-01 17:03:00,2015-07-02 08:29:00,2015-07-02 10:25:00,2015-07-02 11:57:00,2015-07-02 15:07:00,2015-07-02 15:55:00,2015-07-03 14:49:00,2015-07-07 16:17:00,2015-07-07 16:28:00,2015-07-08 09:54:00,2015-07-08 11:32:00,2015-07-08 11:37:00,2015-07-08 12:20:00,2015-07-08 12:23:00,2015-07-08 13:23:00,2015-07-08 14:22:00,2015-07-09 17:06:00,2015-07-10 10:22:00,2015-07-10 10:34:00,2015-07-10 10:41:00,2015-07-10 11:58:00,2015-07-10 12:23:00,2015-07-14 13:03:00,2015-07-14 15:20:00,2015-07-15 12:29:00,2015-07-15 12:32:00,2015-07-15 12:38:00,2015-07-15 14:33:00,2015-07-15 14:34:00,2015-07-15 14:38:00,2015-07-15 14:44:00,2015-07-16 11:10:00,2015-07-16 15:08:00,2015-07-17 14:46:00,2015-07-17 15:49:00,2015-07-27 14:03:00,2015-07-27 14:07:00,2015-07-27 15:17:00,2015-07-31 17:47:00,2015-08-06 11:56:00,2015-08-06 14:34:00,2015-08-13 12:39:00,2015-08-13 12:41:00,2015-08-13 12:44:00,2015-08-13 12:46:00,2015-08-13 12:48:00,2015-08-13 12:55:00,2015-08-17 14:22:00
27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
