 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.21,0.1,0.1,0.24,0.03,0.03
01:00 - 02:00,0.17,0.14,0.1,0.24,0.17,0.0,0.0
02:00 - 03:00,0.38,0.38,0.27,0.1,0.34,0.0,0.1
03:00 - 04:00,0.17,0.24,0.1,0.17,0.07,0.0,0.0
04:00 - 05:00,0.17,0.24,0.27,0.03,0.31,0.0,0.0
05:00 - 06:00,1.33,0.31,0.41,0.86,0.21,0.0,0.0
06:00 - 07:00,1.57,0.72,0.75,0.86,0.92,0.1,0.0
07:00 - 08:00,2.36,1.47,1.51,1.61,1.88,0.0,0.03
08:00 - 09:00,2.02,2.12,1.37,1.81,2.09,0.07,0.03
09:00 - 10:00,2.16,1.95,1.98,1.51,1.64,0.31,0.1
10:00 - 11:00,1.4,1.37,1.23,1.33,0.99,0.1,0.07
11:00 - 12:00,1.3,1.13,1.23,1.13,1.2,0.24,0.1
12:00 - 13:00,1.85,1.27,1.13,1.64,1.4,0.14,0.03
13:00 - 14:00,0.86,0.96,1.09,0.99,1.68,0.48,0.0
14:00 - 15:00,1.2,1.23,2.12,1.95,1.54,0.07,0.03
15:00 - 16:00,0.75,1.74,0.68,1.27,1.16,0.44,0.0
16:00 - 17:00,0.38,1.06,0.75,0.62,0.82,1.95,0.07
17:00 - 18:00,0.41,0.41,0.34,0.51,0.48,0.14,0.03
18:00 - 19:00,0.31,0.41,0.41,0.38,0.34,0.27,0.0
19:00 - 20:00,0.17,0.44,0.07,0.24,0.27,0.03,0.07
20:00 - 21:00,0.48,0.24,0.82,0.27,0.34,0.07,0.03
21:00 - 22:00,0.51,0.44,0.24,0.27,0.21,0.0,0.07
22:00 - 23:00,0.14,0.34,0.14,0.41,0.34,0.0,0.0
23:00 - 00:00,0.31,0.24,0.17,0.27,0.17,0.0,0.58
