 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.09,0.52,0.39,0.09,0.34,0.3,0.04
01:00 - 02:00,0.0,0.3,0.26,0.09,0.43,0.04,0.04
02:00 - 03:00,0.04,0.17,0.17,0.09,0.17,0.09,0.04
03:00 - 04:00,0.09,0.17,0.09,0.56,0.09,0.0,0.04
04:00 - 05:00,0.0,0.13,0.26,0.13,0.17,0.04,0.0
05:00 - 06:00,0.09,0.26,0.04,0.0,0.17,0.0,0.0
06:00 - 07:00,0.04,0.09,0.09,0.0,0.13,0.0,0.0
07:00 - 08:00,0.39,0.04,0.13,0.13,0.22,0.0,0.0
08:00 - 09:00,0.3,0.3,0.26,0.22,0.34,0.04,0.0
09:00 - 10:00,0.86,0.17,0.43,0.47,0.39,0.04,0.04
10:00 - 11:00,0.39,0.82,0.3,0.22,0.22,0.0,0.09
11:00 - 12:00,0.6,0.6,0.43,1.21,1.08,0.0,0.0
12:00 - 13:00,0.73,0.86,0.39,0.39,1.16,0.0,0.0
13:00 - 14:00,0.99,0.73,0.34,0.73,0.99,0.09,0.09
14:00 - 15:00,1.25,1.12,1.47,0.99,0.86,0.13,0.0
15:00 - 16:00,2.07,2.03,2.24,2.37,1.85,0.04,0.13
16:00 - 17:00,2.85,1.42,1.94,1.68,1.16,0.04,0.0
17:00 - 18:00,2.03,1.51,1.08,2.03,1.42,0.13,0.04
18:00 - 19:00,2.37,3.02,1.72,1.77,1.72,0.0,0.0
19:00 - 20:00,1.34,1.64,2.54,1.29,1.29,0.04,0.0
20:00 - 21:00,2.63,1.81,1.34,1.34,1.25,0.0,0.04
21:00 - 22:00,1.81,1.94,1.25,0.99,1.29,0.0,0.04
22:00 - 23:00,1.03,0.56,0.56,1.03,1.03,0.04,0.0
23:00 - 00:00,0.65,0.47,0.22,0.47,0.73,0.17,0.0
