2012-10-29 08:28:00,2012-10-29 08:30:00,2012-10-29 08:30:00,2012-10-29 08:38:00,2012-10-29 09:02:00,2012-10-29 09:03:00,2012-10-29 09:08:00,2012-10-29 09:08:00,2012-10-29 09:27:00,2012-10-29 09:27:00,2012-10-29 09:27:00,2012-10-29 09:29:00,2012-10-29 10:10:00,2012-10-29 10:16:00,2012-10-29 10:18:00,2012-10-29 10:19:00,2012-10-29 10:19:00,2012-10-29 10:19:00,2012-10-29 10:19:00,2012-10-29 10:20:00,2012-10-29 10:21:00,2012-10-29 10:21:00,2012-10-29 11:38:00,2012-10-29 11:47:00,2012-10-29 13:46:00,2012-10-29 14:01:00,2012-10-29 14:54:00,2012-10-29 15:45:00,2012-10-29 16:04:00,2012-10-29 19:54:00,2012-10-29 20:21:00,2012-10-29 20:22:00,2012-10-29 20:23:00,2012-10-29 20:23:00,2012-10-29 20:27:00,2012-10-29 20:27:00,2012-10-29 20:37:00,2012-10-29 20:39:00,2012-10-29 22:27:00,2012-10-29 23:35:00,2012-10-29 23:35:00,2012-10-29 23:41:00,2012-10-29 23:55:00,2012-10-29 23:58:00,2012-10-29 23:59:00,2012-10-30 00:01:00,2012-10-30 00:02:00,2012-10-30 00:03:00,2012-10-30 00:03:00,2012-10-30 00:04:00,2012-10-30 00:05:00,2012-10-30 00:06:00,2012-10-30 00:08:00,2012-10-30 00:09:00,2012-10-30 00:11:00,2012-10-30 00:14:00,2012-10-30 00:17:00,2012-10-30 00:30:00,2012-10-30 01:17:00,2012-10-30 01:19:00,2012-10-30 01:20:00,2012-10-30 01:21:00,2012-10-30 01:22:00,2012-10-30 01:23:00,2012-10-30 01:23:00,2012-10-30 01:28:00,2012-10-30 01:47:00,2012-10-30 02:00:00,2012-10-30 02:04:00,2012-10-30 02:08:00,2012-10-30 02:09:00,2012-10-30 02:31:00,2012-10-30 02:38:00,2012-10-30 02:49:00,2012-10-30 02:52:00,2012-10-30 02:59:00,2012-10-30 03:02:00,2012-10-30 03:08:00,2012-10-30 03:20:00,2012-10-30 03:27:00,2012-10-30 03:30:00,2012-10-30 03:44:00,2012-10-30 04:01:00,2012-10-30 04:02:00,2012-10-30 04:03:00,2012-10-30 04:05:00,2012-10-30 04:08:00,2012-10-30 04:09:00,2012-10-30 04:10:00,2012-10-30 04:14:00,2012-10-30 04:17:00,2012-10-30 04:19:00,2012-10-30 04:22:00,2012-10-30 04:26:00,2012-10-30 04:26:00,2012-10-30 04:43:00,2012-10-30 04:45:00,2012-10-30 04:46:00,2012-10-30 04:50:00,2012-10-30 05:06:00,2012-10-30 05:11:00,2012-10-30 05:24:00,2012-10-30 09:00:00,2012-10-30 11:14:00,2012-10-30 11:34:00,2012-10-30 11:37:00,2012-10-30 11:54:00,2012-10-30 12:02:00,2012-10-30 12:19:00,2012-10-30 12:38:00,2012-10-30 13:05:00,2012-10-30 14:06:00,2012-10-30 14:56:00,2012-10-30 15:39:00,2012-10-30 16:15:00,2012-10-30 17:01:00,2012-10-31 11:04:00,2012-10-31 11:18:00,2012-10-31 11:25:00,2012-10-31 12:48:00,2012-10-31 14:09:00,2012-10-31 14:43:00,2012-10-31 15:39:00,2012-10-31 15:53:00,2012-10-31 20:31:00,2012-10-31 20:34:00,2012-10-31 20:43:00,2012-10-31 20:53:00,2012-10-31 21:00:00,2012-10-31 21:27:00,2012-10-31 21:36:00,2012-10-31 21:39:00,2012-10-31 21:48:00,2012-10-31 21:53:00,2012-10-31 21:57:00,2012-10-31 22:21:00,2012-10-31 22:38:00,2012-10-31 22:47:00,2012-10-31 22:56:00,2012-11-03 01:47:00,2012-11-03 01:48:00,2012-11-03 01:48:00,2012-11-03 01:48:00,2012-11-03 01:48:00,2012-11-03 01:49:00,2012-11-03 01:49:00,2012-11-03 01:50:00,2012-11-03 01:51:00,2012-11-03 01:52:00,2012-11-03 01:52:00,2012-11-03 01:56:00,2012-11-03 02:52:00,2012-11-05 10:35:00,2012-11-05 15:40:00,2012-11-06 01:50:00,2012-11-06 01:51:00,2012-11-06 01:52:00,2012-11-06 01:53:00,2012-11-06 01:56:00,2012-11-06 01:56:00,2012-11-06 01:58:00,2012-11-06 02:01:00,2012-11-06 02:21:00,2012-11-06 02:23:00,2012-11-06 02:23:00,2012-11-06 02:24:00,2012-11-06 02:25:00,2012-11-06 02:25:00,2012-11-06 02:25:00,2012-11-06 02:25:00,2012-11-11 19:36:00,2012-11-13 08:37:00,2012-11-13 14:42:00,2012-11-20 10:12:00,2012-11-20 11:55:00,2012-11-21 13:19:00,2012-11-27 15:20:00,2012-12-04 15:56:00,2012-12-06 11:16:00,2012-12-06 14:00:00,2013-01-15 18:44:00,2013-01-17 17:33:00,2013-01-17 17:48:00,2013-01-17 18:28:00,2013-01-17 18:35:00,2013-01-22 11:54:00,2013-01-22 12:08:00,2013-01-23 14:23:00
552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739
