 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.13,0.2,0.61,0.61,0.27,0.54,0.2
01:00 - 02:00,0.34,0.54,0.67,0.4,0.54,0.13,0.27
02:00 - 03:00,0.47,0.2,0.54,1.08,0.54,0.07,0.34
03:00 - 04:00,0.4,0.47,0.47,1.21,0.34,0.13,0.2
04:00 - 05:00,0.74,0.34,0.74,0.54,1.01,0.13,0.67
05:00 - 06:00,0.47,0.94,0.61,1.15,0.27,0.2,0.13
06:00 - 07:00,0.54,0.81,0.74,0.94,0.34,0.2,0.34
07:00 - 08:00,0.47,1.28,0.47,0.74,0.74,0.0,0.07
08:00 - 09:00,0.94,0.67,0.81,0.67,0.81,0.13,0.88
09:00 - 10:00,0.54,0.67,0.61,0.47,1.08,0.13,0.07
10:00 - 11:00,0.88,0.67,1.08,1.01,0.74,0.2,0.2
11:00 - 12:00,0.94,0.67,0.74,0.74,0.61,0.13,0.4
12:00 - 13:00,0.88,0.4,0.94,0.61,1.08,0.2,0.47
13:00 - 14:00,0.94,1.21,0.74,1.35,1.15,0.34,0.4
14:00 - 15:00,0.67,0.81,0.94,1.08,0.47,0.34,0.34
15:00 - 16:00,0.88,1.21,0.54,1.35,0.54,0.67,0.2
16:00 - 17:00,0.74,0.54,1.21,1.35,0.74,0.34,0.34
17:00 - 18:00,1.35,0.81,0.81,0.88,0.67,0.07,0.2
18:00 - 19:00,0.94,0.61,0.61,0.34,0.54,0.54,0.34
19:00 - 20:00,0.88,0.67,0.74,0.74,0.81,0.74,0.47
20:00 - 21:00,1.21,0.88,0.47,0.61,1.28,0.61,0.74
21:00 - 22:00,0.54,0.47,0.4,0.4,0.47,0.67,0.61
22:00 - 23:00,0.61,0.47,0.4,0.61,0.54,0.27,0.34
23:00 - 00:00,0.47,0.4,0.2,0.74,0.34,0.4,0.0
