 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,10,53,58,77,76,64,8
01:00 - 02:00,17,22,29,25,32,25,13
02:00 - 03:00,7,25,16,12,33,18,13
03:00 - 04:00,6,18,19,14,32,12,22
04:00 - 05:00,9,23,40,24,36,31,14
05:00 - 06:00,9,33,31,30,18,29,8
06:00 - 07:00,7,53,35,26,27,14,24
07:00 - 08:00,20,21,22,26,19,11,14
08:00 - 09:00,21,12,14,16,25,17,9
09:00 - 10:00,9,16,11,15,10,11,10
10:00 - 11:00,15,17,7,14,9,5,15
11:00 - 12:00,6,16,8,10,5,18,10
12:00 - 13:00,11,7,14,4,8,22,16
13:00 - 14:00,8,11,10,10,14,12,23
14:00 - 15:00,10,14,13,8,21,17,9
15:00 - 16:00,20,19,17,12,14,9,4
16:00 - 17:00,22,22,42,29,52,16,9
17:00 - 18:00,49,68,56,66,83,8,12
18:00 - 19:00,92,64,68,69,117,13,10
19:00 - 20:00,77,68,53,65,86,21,3
20:00 - 21:00,44,47,61,60,59,6,2
21:00 - 22:00,77,79,49,64,69,6,4
22:00 - 23:00,71,85,62,74,78,4,6
23:00 - 00:00,83,88,77,83,69,10,4
