 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.32,0.95,2.22,1.9,0.63,1.59,0.95
01:00 - 02:00,0.0,0.95,1.27,1.27,1.9,0.32,0.0
02:00 - 03:00,0.0,0.95,0.32,0.63,1.59,0.63,0.32
03:00 - 04:00,0.32,0.63,0.95,1.27,0.95,0.32,0.0
04:00 - 05:00,0.63,0.32,0.95,0.63,0.63,0.32,0.63
05:00 - 06:00,0.63,1.27,0.63,1.9,0.63,0.0,0.32
06:00 - 07:00,1.27,0.95,0.63,0.95,1.59,0.0,0.32
07:00 - 08:00,0.0,0.32,1.27,0.32,0.32,0.32,0.0
08:00 - 09:00,0.63,0.63,0.63,0.63,0.63,0.63,0.95
09:00 - 10:00,0.0,0.0,0.32,0.32,0.0,0.32,0.32
10:00 - 11:00,0.32,0.0,0.32,0.32,0.32,0.0,0.32
11:00 - 12:00,0.0,0.32,0.63,0.0,0.32,0.63,0.32
12:00 - 13:00,0.0,0.63,0.32,0.32,0.0,0.0,0.0
13:00 - 14:00,0.32,0.32,0.32,0.0,0.32,0.32,0.0
14:00 - 15:00,0.95,0.63,0.95,0.95,0.0,0.32,0.0
15:00 - 16:00,0.32,0.32,0.32,1.59,0.63,0.0,0.0
16:00 - 17:00,0.0,0.32,0.95,0.63,0.0,0.0,0.0
17:00 - 18:00,1.9,1.59,0.32,0.32,0.63,0.0,0.0
18:00 - 19:00,0.0,1.27,0.63,1.27,0.95,0.0,0.63
19:00 - 20:00,2.22,0.63,0.63,0.32,0.63,0.32,0.0
20:00 - 21:00,0.32,0.32,0.95,0.95,0.95,0.32,0.32
21:00 - 22:00,0.95,0.63,0.63,0.95,0.32,0.0,0.63
22:00 - 23:00,1.59,1.9,2.22,0.63,0.63,0.0,0.95
23:00 - 00:00,1.59,1.27,1.27,0.32,2.22,0.0,0.32
