 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.12,0.12,0.24,0.08,0.04,0.08,0.08
01:00 - 02:00,0.16,0.31,0.31,0.16,0.78,0.16,0.39
02:00 - 03:00,0.47,0.51,0.78,0.63,0.86,0.27,0.27
03:00 - 04:00,0.59,0.59,1.33,0.78,1.14,0.67,0.27
04:00 - 05:00,1.33,0.86,1.45,1.25,0.9,0.31,0.35
05:00 - 06:00,1.22,0.86,1.22,1.49,1.41,0.35,0.55
06:00 - 07:00,1.49,1.18,0.94,1.61,0.9,0.39,0.35
07:00 - 08:00,0.86,0.67,0.67,1.22,1.33,0.75,0.75
08:00 - 09:00,0.86,0.71,1.45,1.06,1.14,0.35,0.98
09:00 - 10:00,1.02,0.71,0.78,1.06,0.86,0.55,0.47
10:00 - 11:00,0.82,0.59,1.02,1.14,0.86,0.27,0.55
11:00 - 12:00,0.63,0.71,0.59,1.65,0.98,0.12,0.27
12:00 - 13:00,0.47,0.67,0.75,0.78,0.55,0.31,0.31
13:00 - 14:00,0.71,0.94,0.86,1.14,0.86,0.24,0.51
14:00 - 15:00,1.1,1.37,1.1,0.63,0.86,0.35,0.63
15:00 - 16:00,0.94,1.65,1.45,1.33,0.35,0.43,0.35
16:00 - 17:00,0.98,1.22,1.25,1.14,0.9,0.67,0.59
17:00 - 18:00,0.59,0.51,1.25,1.25,0.51,0.71,0.35
18:00 - 19:00,0.39,0.67,0.27,0.55,0.35,0.24,0.04
19:00 - 20:00,0.12,0.16,0.2,0.27,0.12,0.08,0.12
20:00 - 21:00,0.04,0.12,0.12,0.08,0.04,0.04,0.04
21:00 - 22:00,0.12,0.04,0.0,0.0,0.04,0.27,0.0
22:00 - 23:00,0.0,0.0,0.04,0.0,0.04,0.16,0.0
23:00 - 00:00,0.12,0.0,0.0,0.0,0.31,0.08,0.12
