 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.37,0.0,0.27,0.32,0.16,0.21,0.11
01:00 - 02:00,0.05,0.11,0.11,0.11,0.16,0.32,0.05
02:00 - 03:00,0.05,0.11,0.11,0.11,0.16,0.27,0.16
03:00 - 04:00,0.0,0.16,0.32,0.11,0.05,0.05,0.0
04:00 - 05:00,0.16,0.37,0.05,0.32,0.32,0.05,0.11
05:00 - 06:00,0.48,0.27,0.37,0.59,0.69,0.0,0.05
06:00 - 07:00,0.8,0.85,1.01,1.01,0.64,0.05,0.0
07:00 - 08:00,2.03,1.07,1.49,0.96,1.55,0.05,0.05
08:00 - 09:00,1.92,1.65,1.23,1.76,1.49,0.0,0.05
09:00 - 10:00,2.08,1.49,2.13,1.23,1.97,0.21,0.21
10:00 - 11:00,2.88,2.03,2.29,1.55,1.71,0.05,0.21
11:00 - 12:00,2.99,1.6,1.28,1.92,1.07,0.05,0.0
12:00 - 13:00,2.03,1.76,1.01,1.44,2.03,0.21,0.21
13:00 - 14:00,1.71,1.07,1.71,1.65,1.39,0.16,0.16
14:00 - 15:00,0.8,1.17,1.01,1.28,0.48,0.0,0.11
15:00 - 16:00,1.07,0.91,1.12,0.75,0.85,0.11,0.11
16:00 - 17:00,0.75,0.85,1.12,0.48,0.53,0.16,0.05
17:00 - 18:00,1.01,0.59,0.27,0.75,0.48,0.05,0.05
18:00 - 19:00,0.91,0.37,0.43,0.37,0.27,0.05,0.37
19:00 - 20:00,0.16,0.21,0.37,0.32,0.32,0.05,0.32
20:00 - 21:00,0.21,0.27,0.53,0.37,0.21,0.0,0.05
21:00 - 22:00,0.32,0.16,0.21,0.32,0.37,0.05,0.11
22:00 - 23:00,0.32,0.05,0.0,0.11,0.27,0.21,0.0
23:00 - 00:00,0.21,0.27,0.11,0.21,0.21,0.05,0.27
