 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,9,8,13,15,9,4
01:00 - 02:00,4,11,17,27,15,19,1
02:00 - 03:00,3,13,29,15,20,28,0
03:00 - 04:00,3,10,29,19,18,22,1
04:00 - 05:00,2,17,23,17,19,22,4
05:00 - 06:00,4,12,25,22,20,10,1
06:00 - 07:00,5,10,21,17,21,11,5
07:00 - 08:00,1,18,19,13,12,12,2
08:00 - 09:00,1,11,21,16,17,15,2
09:00 - 10:00,3,18,14,13,14,9,1
10:00 - 11:00,0,9,4,3,8,5,1
11:00 - 12:00,2,2,2,4,4,2,0
12:00 - 13:00,0,5,4,4,2,2,0
13:00 - 14:00,0,4,5,1,3,1,1
14:00 - 15:00,1,2,2,2,3,2,3
15:00 - 16:00,1,4,4,3,5,0,5
16:00 - 17:00,3,7,1,6,2,0,0
17:00 - 18:00,1,8,4,3,5,1,2
18:00 - 19:00,4,8,1,9,2,0,0
19:00 - 20:00,3,8,4,11,4,0,0
20:00 - 21:00,4,4,7,2,3,0,1
21:00 - 22:00,9,11,5,5,4,0,2
22:00 - 23:00,9,9,8,6,8,1,1
23:00 - 00:00,10,9,4,8,2,4,0
