 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.68,0.98,0.97,0.8,0.88,0.27,0.03
01:00 - 02:00,0.56,0.88,0.75,0.72,1.03,0.18,0.01
02:00 - 03:00,0.64,0.46,0.89,0.85,0.64,0.08,0.03
03:00 - 04:00,0.55,0.7,0.74,0.76,0.4,0.06,0.08
04:00 - 05:00,0.62,0.73,0.83,0.67,0.64,0.04,0.06
05:00 - 06:00,0.64,0.82,1.2,0.67,0.79,0.06,0.03
06:00 - 07:00,0.77,0.66,0.75,0.68,0.56,0.05,0.07
07:00 - 08:00,0.49,0.82,0.78,0.6,0.68,0.06,0.01
08:00 - 09:00,0.67,0.68,0.63,0.78,0.69,0.04,0.04
09:00 - 10:00,0.66,0.83,0.72,0.83,0.72,0.04,0.04
10:00 - 11:00,0.62,0.77,0.72,0.87,0.71,0.09,0.07
11:00 - 12:00,0.79,0.64,0.67,0.64,0.59,0.02,0.09
12:00 - 13:00,0.59,0.62,0.65,0.67,0.57,0.09,0.04
13:00 - 14:00,0.86,0.76,0.95,0.72,0.79,0.04,0.04
14:00 - 15:00,0.97,1.22,1.09,1.05,1.14,0.05,0.03
15:00 - 16:00,1.1,1.16,1.18,1.21,1.12,0.09,0.03
16:00 - 17:00,1.16,0.88,1.17,1.09,0.94,0.11,0.07
17:00 - 18:00,0.81,0.97,0.84,0.84,0.75,0.08,0.04
18:00 - 19:00,0.79,0.89,0.87,0.65,0.65,0.09,0.08
19:00 - 20:00,0.97,0.85,0.97,0.93,0.71,0.09,0.07
20:00 - 21:00,1.32,0.9,0.86,1.0,0.78,0.07,0.1
21:00 - 22:00,0.92,1.03,0.8,0.9,0.62,0.12,0.12
22:00 - 23:00,0.71,0.84,0.75,0.85,0.54,0.07,0.21
23:00 - 00:00,0.94,0.98,0.82,0.72,0.29,0.09,0.37
