 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,3,1,8,4,4,5,1
01:00 - 02:00,6,3,0,5,4,7,1
02:00 - 03:00,7,3,6,8,6,4,5
03:00 - 04:00,5,1,4,9,3,4,0
04:00 - 05:00,3,4,4,4,9,8,3
05:00 - 06:00,4,3,2,9,7,3,1
06:00 - 07:00,5,5,4,5,3,5,1
07:00 - 08:00,1,0,4,5,0,5,0
08:00 - 09:00,3,1,2,1,0,2,1
09:00 - 10:00,0,1,0,4,2,1,2
10:00 - 11:00,0,3,1,0,0,2,0
11:00 - 12:00,1,3,0,1,3,0,1
12:00 - 13:00,2,1,0,0,1,0,0
13:00 - 14:00,0,0,0,0,1,2,0
14:00 - 15:00,0,2,5,5,0,0,0
15:00 - 16:00,0,0,2,0,1,2,1
16:00 - 17:00,1,1,2,1,1,1,3
17:00 - 18:00,0,1,2,0,3,4,0
18:00 - 19:00,0,1,1,2,2,2,1
19:00 - 20:00,1,1,7,4,1,1,1
20:00 - 21:00,1,6,2,0,3,3,7
21:00 - 22:00,2,1,5,3,4,5,5
22:00 - 23:00,4,1,2,4,1,4,5
23:00 - 00:00,2,7,2,1,4,1,12
