 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.15,0.91,1.03,0.87,0.68,0.68,0.34
01:00 - 02:00,0.27,0.53,1.03,1.03,0.68,0.53,0.42
02:00 - 03:00,0.19,0.49,0.42,0.72,0.53,0.27,0.19
03:00 - 04:00,0.27,0.49,0.57,0.65,0.72,0.27,0.42
04:00 - 05:00,0.27,0.84,0.53,0.84,0.84,0.42,0.08
05:00 - 06:00,0.19,0.68,0.91,0.91,0.57,0.46,0.19
06:00 - 07:00,0.38,0.76,0.49,0.61,0.84,0.8,0.19
07:00 - 08:00,0.76,0.46,0.76,0.76,0.87,0.49,0.27
08:00 - 09:00,0.95,0.46,0.8,0.42,0.65,0.23,0.11
09:00 - 10:00,0.15,0.46,0.65,0.57,0.57,0.11,0.23
10:00 - 11:00,0.76,0.84,0.53,0.76,0.68,0.42,0.0
11:00 - 12:00,0.61,0.34,0.61,0.99,0.87,0.15,0.19
12:00 - 13:00,0.53,0.57,0.49,0.72,0.49,0.19,0.15
13:00 - 14:00,0.3,0.49,0.46,0.65,0.27,0.15,0.27
14:00 - 15:00,0.87,0.76,0.84,0.61,1.64,0.04,0.04
15:00 - 16:00,0.68,0.76,1.07,0.8,0.72,0.04,0.04
16:00 - 17:00,0.95,0.68,1.52,1.22,1.33,0.11,0.11
17:00 - 18:00,0.84,1.41,1.14,1.37,0.8,0.04,0.04
18:00 - 19:00,0.61,0.61,0.87,0.68,1.07,0.08,0.3
19:00 - 20:00,0.57,0.53,0.99,0.91,0.95,0.15,0.08
20:00 - 21:00,0.76,0.8,0.57,0.49,1.07,0.3,0.08
21:00 - 22:00,1.07,0.8,0.87,0.84,1.26,0.46,0.23
22:00 - 23:00,0.99,0.87,1.37,0.76,0.68,0.46,0.19
23:00 - 00:00,0.76,1.03,0.8,0.91,0.76,0.34,0.23
