 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,9,11,21,2,4,0,0
01:00 - 02:00,1,0,2,2,0,0,0
02:00 - 03:00,0,1,0,0,0,0,0
03:00 - 04:00,0,0,0,3,0,0,0
04:00 - 05:00,0,0,0,0,0,0,0
05:00 - 06:00,0,0,0,0,0,0,0
06:00 - 07:00,0,0,0,2,0,0,0
07:00 - 08:00,49,83,20,26,39,0,2
08:00 - 09:00,43,53,44,61,74,0,0
09:00 - 10:00,87,113,74,105,68,0,2
10:00 - 11:00,54,51,77,93,80,0,0
11:00 - 12:00,54,83,67,77,48,1,0
12:00 - 13:00,43,60,25,55,36,0,0
13:00 - 14:00,76,58,54,63,74,0,0
14:00 - 15:00,60,74,70,67,52,1,0
15:00 - 16:00,43,58,45,58,73,0,5
16:00 - 17:00,26,44,40,45,30,0,0
17:00 - 18:00,32,14,16,17,9,0,0
18:00 - 19:00,2,5,14,3,6,0,0
19:00 - 20:00,11,4,2,1,5,0,10
20:00 - 21:00,0,3,9,2,2,0,24
21:00 - 22:00,5,3,14,2,1,1,12
22:00 - 23:00,29,1,11,7,0,4,8
23:00 - 00:00,16,15,13,4,0,1,4
