 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,6,1,4,1,3,0,0
01:00 - 02:00,4,3,4,1,5,0,0
02:00 - 03:00,1,2,0,2,1,0,0
03:00 - 04:00,1,3,3,2,0,0,0
04:00 - 05:00,0,1,4,2,0,0,1
05:00 - 06:00,2,0,2,1,1,0,0
06:00 - 07:00,4,0,3,0,1,0,0
07:00 - 08:00,2,3,4,2,2,0,0
08:00 - 09:00,8,1,1,3,14,0,0
09:00 - 10:00,21,16,14,17,19,0,0
10:00 - 11:00,39,61,40,46,28,0,0
11:00 - 12:00,45,29,26,30,30,1,0
12:00 - 13:00,16,12,13,17,13,0,0
13:00 - 14:00,60,27,20,38,15,0,0
14:00 - 15:00,34,22,51,43,12,0,0
15:00 - 16:00,33,27,51,52,35,0,2
16:00 - 17:00,61,32,20,70,11,0,0
17:00 - 18:00,28,19,26,35,7,0,4
18:00 - 19:00,15,6,6,5,3,0,4
19:00 - 20:00,250,11,12,4,5,0,3
20:00 - 21:00,14,7,4,14,1,0,1
21:00 - 22:00,3,5,19,5,0,0,13
22:00 - 23:00,7,7,13,3,4,0,3
23:00 - 00:00,2,4,6,5,3,0,39
