 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.05,0.05,0.27,0.59,0.64,0.21,0.27
01:00 - 02:00,0.0,0.53,0.16,0.85,0.37,0.05,0.0
02:00 - 03:00,0.11,0.48,0.59,0.85,0.21,0.0,0.16
03:00 - 04:00,0.05,0.48,0.53,0.16,0.27,0.32,0.0
04:00 - 05:00,0.27,0.43,0.21,0.59,0.16,0.37,0.0
05:00 - 06:00,0.21,0.27,0.27,0.11,0.11,0.11,0.05
06:00 - 07:00,0.21,0.37,0.16,0.64,0.27,0.27,0.16
07:00 - 08:00,0.05,0.11,0.21,0.32,0.05,0.16,0.16
08:00 - 09:00,0.21,0.69,0.32,0.32,0.16,0.0,0.21
09:00 - 10:00,0.16,0.27,0.27,0.05,0.11,0.11,0.37
10:00 - 11:00,0.05,0.11,0.21,0.05,0.32,0.16,0.16
11:00 - 12:00,0.16,0.21,0.27,0.05,0.05,0.37,0.16
12:00 - 13:00,0.53,0.59,0.37,0.8,0.21,0.43,0.0
13:00 - 14:00,0.53,1.07,0.43,0.8,0.69,0.11,0.32
14:00 - 15:00,1.01,1.12,1.07,1.07,1.01,0.53,0.21
15:00 - 16:00,1.76,1.55,1.76,1.97,1.39,0.27,0.05
16:00 - 17:00,1.44,1.87,1.28,1.87,0.91,0.53,0.16
17:00 - 18:00,1.6,0.96,1.28,0.85,1.17,0.53,0.27
18:00 - 19:00,1.76,2.51,1.71,1.07,1.17,0.21,0.16
19:00 - 20:00,1.97,1.49,1.92,1.76,1.44,0.37,0.27
20:00 - 21:00,1.97,1.23,1.17,1.39,1.28,0.43,0.27
21:00 - 22:00,2.29,1.65,1.39,1.33,0.91,0.27,0.27
22:00 - 23:00,1.39,0.8,1.81,0.91,0.53,0.05,0.27
23:00 - 00:00,0.48,0.59,1.44,0.64,0.59,0.05,0.27
