 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,0.21,0.21,0.08,0.16,0.04,0.04
01:00 - 02:00,0.16,0.25,0.08,0.12,0.41,0.04,0.0
02:00 - 03:00,0.08,0.62,0.25,0.66,0.74,0.04,0.0
03:00 - 04:00,0.74,0.53,0.66,0.45,0.82,0.0,0.04
04:00 - 05:00,0.74,0.49,0.95,0.45,0.41,0.0,0.0
05:00 - 06:00,0.16,0.37,0.37,0.29,0.21,0.0,0.0
06:00 - 07:00,0.16,0.21,0.25,0.21,0.41,0.04,0.0
07:00 - 08:00,0.08,0.12,0.37,0.12,0.25,0.08,0.0
08:00 - 09:00,0.49,0.53,1.27,0.33,0.66,0.04,0.0
09:00 - 10:00,1.07,1.73,1.4,1.11,1.19,0.04,0.04
10:00 - 11:00,1.89,2.75,2.96,2.1,1.52,0.37,0.0
11:00 - 12:00,2.01,2.34,2.63,1.4,2.1,0.16,0.04
12:00 - 13:00,1.44,1.6,1.56,1.48,1.32,0.04,0.08
13:00 - 14:00,1.32,1.52,1.48,1.44,0.78,0.08,0.12
14:00 - 15:00,1.03,1.69,1.07,1.4,1.11,0.12,0.08
15:00 - 16:00,1.85,1.69,1.85,1.48,1.4,0.08,0.12
16:00 - 17:00,2.26,1.23,2.14,1.19,1.07,0.08,0.08
17:00 - 18:00,0.7,0.99,2.67,1.03,0.82,0.04,0.12
18:00 - 19:00,0.25,0.7,0.82,0.49,0.66,0.12,0.58
19:00 - 20:00,0.0,0.53,0.21,0.37,0.21,0.0,0.21
20:00 - 21:00,0.08,0.16,0.33,0.16,0.08,0.21,0.12
21:00 - 22:00,0.08,0.12,0.37,0.53,0.08,0.08,0.08
22:00 - 23:00,0.25,0.25,0.41,0.33,0.21,0.08,0.08
23:00 - 00:00,0.12,0.16,0.12,0.16,0.04,0.04,0.04
