 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,0,0,0,0,0
01:00 - 02:00,0,0,1,0,0,0,0
02:00 - 03:00,4,0,0,0,2,0,0
03:00 - 04:00,1,0,0,0,1,0,0
04:00 - 05:00,0,0,2,0,0,0,0
05:00 - 06:00,6,8,2,4,5,0,0
06:00 - 07:00,0,7,5,7,6,0,0
07:00 - 08:00,1,6,4,6,3,0,0
08:00 - 09:00,3,7,3,0,1,0,0
09:00 - 10:00,1,23,5,3,7,0,0
10:00 - 11:00,1,2,37,6,30,0,8
11:00 - 12:00,4,12,21,38,6,0,26
12:00 - 13:00,6,8,11,9,17,0,4
13:00 - 14:00,1,6,9,2,1,0,0
14:00 - 15:00,1,10,17,8,1,0,0
15:00 - 16:00,1,20,3,4,7,0,0
16:00 - 17:00,3,14,4,1,1,0,1
17:00 - 18:00,19,7,1,11,3,0,2
18:00 - 19:00,6,0,1,6,0,0,2
19:00 - 20:00,0,0,0,0,1,0,0
20:00 - 21:00,1,1,0,0,2,0,0
21:00 - 22:00,0,0,0,0,0,0,0
22:00 - 23:00,0,0,0,1,0,0,2
23:00 - 00:00,0,0,0,0,0,0,0
