 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,2,5,3,3,1,1
01:00 - 02:00,1,4,1,3,4,0,1
02:00 - 03:00,10,21,19,9,15,0,0
03:00 - 04:00,29,26,26,23,21,0,1
04:00 - 05:00,22,44,18,40,20,0,0
05:00 - 06:00,19,26,29,25,29,1,0
06:00 - 07:00,20,25,5,53,13,0,0
07:00 - 08:00,21,46,37,119,24,0,1
08:00 - 09:00,35,44,51,38,42,0,0
09:00 - 10:00,45,64,48,50,40,0,2
10:00 - 11:00,35,56,56,67,25,1,0
11:00 - 12:00,39,28,44,39,23,3,0
12:00 - 13:00,17,35,17,14,24,2,0
13:00 - 14:00,32,22,31,24,16,0,4
14:00 - 15:00,15,24,27,18,36,3,3
15:00 - 16:00,21,33,18,16,14,0,11
16:00 - 17:00,35,14,15,7,17,1,2
17:00 - 18:00,28,14,17,3,6,0,0
18:00 - 19:00,15,6,7,6,4,2,1
19:00 - 20:00,6,9,9,6,6,0,1
20:00 - 21:00,10,3,4,8,6,0,0
21:00 - 22:00,4,6,3,4,9,0,0
22:00 - 23:00,4,1,3,2,4,1,0
23:00 - 00:00,0,2,0,2,2,0,0
