 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.08,0.08,0.2,0.12,0.12,0.04,0.04
01:00 - 02:00,0.04,0.16,0.04,0.12,0.16,0.0,0.04
02:00 - 03:00,0.39,0.83,0.75,0.36,0.59,0.0,0.0
03:00 - 04:00,1.14,1.03,1.03,0.91,0.83,0.0,0.04
04:00 - 05:00,0.87,1.74,0.71,1.58,0.79,0.0,0.0
05:00 - 06:00,0.75,1.03,1.14,0.99,1.14,0.04,0.0
06:00 - 07:00,0.79,0.99,0.2,2.09,0.51,0.0,0.0
07:00 - 08:00,0.83,1.81,1.46,4.69,0.95,0.0,0.04
08:00 - 09:00,1.38,1.74,2.01,1.5,1.66,0.0,0.0
09:00 - 10:00,1.78,2.52,1.89,1.97,1.58,0.0,0.08
10:00 - 11:00,1.38,2.21,2.21,2.64,0.99,0.04,0.0
11:00 - 12:00,1.54,1.1,1.74,1.54,0.91,0.12,0.0
12:00 - 13:00,0.67,1.38,0.67,0.55,0.95,0.08,0.0
13:00 - 14:00,1.26,0.87,1.22,0.95,0.63,0.0,0.16
14:00 - 15:00,0.59,0.95,1.07,0.71,1.42,0.12,0.12
15:00 - 16:00,0.83,1.3,0.71,0.63,0.55,0.0,0.43
16:00 - 17:00,1.38,0.55,0.59,0.28,0.67,0.04,0.08
17:00 - 18:00,1.1,0.55,0.67,0.12,0.24,0.0,0.0
18:00 - 19:00,0.59,0.24,0.28,0.24,0.16,0.08,0.04
19:00 - 20:00,0.24,0.36,0.36,0.24,0.24,0.0,0.04
20:00 - 21:00,0.39,0.12,0.16,0.32,0.24,0.0,0.0
21:00 - 22:00,0.16,0.24,0.12,0.16,0.36,0.0,0.0
22:00 - 23:00,0.16,0.04,0.12,0.08,0.16,0.04,0.0
23:00 - 00:00,0.0,0.08,0.0,0.08,0.08,0.0,0.0
