 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,40.57,0.76,0.05,0.22,0.44,0.05
01:00 - 02:00,0.22,0.44,0.22,0.05,0.16,0.49,0.05
02:00 - 03:00,0.11,0.54,0.16,0.11,0.16,0.33,0.05
03:00 - 04:00,0.27,0.22,0.54,0.16,0.33,0.22,0.22
04:00 - 05:00,0.05,0.0,0.49,0.16,0.05,0.16,0.0
05:00 - 06:00,0.0,0.05,0.27,0.87,0.16,0.0,0.05
06:00 - 07:00,0.16,0.16,0.33,0.11,0.16,0.38,0.38
07:00 - 08:00,0.87,0.54,0.6,0.33,0.22,0.05,0.0
08:00 - 09:00,0.05,0.33,0.05,0.27,0.16,0.11,0.05
09:00 - 10:00,0.05,0.16,0.11,0.16,0.05,0.38,0.05
10:00 - 11:00,0.0,0.6,0.05,0.22,0.0,0.33,0.11
11:00 - 12:00,0.44,0.27,0.54,0.38,0.05,0.82,0.33
12:00 - 13:00,0.49,0.11,0.44,1.09,0.22,0.49,0.05
13:00 - 14:00,0.33,0.6,0.27,0.44,0.22,0.27,0.22
14:00 - 15:00,0.92,0.71,0.27,0.44,0.27,0.05,0.16
15:00 - 16:00,0.92,0.22,0.49,0.49,0.22,0.0,0.38
16:00 - 17:00,0.27,14.95,0.33,0.16,0.33,0.16,0.22
17:00 - 18:00,0.11,0.22,0.33,0.38,0.16,0.0,0.22
18:00 - 19:00,0.33,0.16,0.22,0.38,0.33,0.11,0.16
19:00 - 20:00,0.16,0.49,0.22,0.22,0.44,0.27,0.33
20:00 - 21:00,0.22,0.38,0.16,0.76,0.05,0.0,0.27
21:00 - 22:00,0.22,0.33,0.16,0.44,0.16,0.16,0.33
22:00 - 23:00,0.05,0.27,0.22,0.38,0.38,0.05,0.11
23:00 - 00:00,0.22,0.92,0.05,0.38,0.82,0.11,0.05
