 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.65,1.29,0.97,0.97,0.97,1.61,0.65
01:00 - 02:00,0.32,0.32,0.65,1.29,0.65,0.97,0.32
02:00 - 03:00,0.97,0.97,1.29,0.65,2.58,0.97,1.29
03:00 - 04:00,0.0,0.65,0.97,1.61,0.65,0.32,0.32
04:00 - 05:00,0.0,0.32,1.29,0.97,0.0,0.97,0.32
05:00 - 06:00,0.32,0.65,0.65,0.32,0.65,0.32,0.32
06:00 - 07:00,0.32,0.32,1.29,0.32,0.65,1.29,0.32
07:00 - 08:00,0.65,0.97,0.0,0.32,0.32,0.65,1.61
08:00 - 09:00,1.29,0.65,0.97,0.97,0.32,0.32,0.65
09:00 - 10:00,1.29,0.0,0.65,0.97,0.0,0.65,0.0
10:00 - 11:00,0.0,0.0,0.0,0.0,0.32,0.0,0.65
11:00 - 12:00,0.0,0.0,0.0,0.0,0.65,0.0,0.0
12:00 - 13:00,0.0,0.0,0.0,0.0,0.32,0.0,0.97
13:00 - 14:00,0.0,0.0,0.0,0.32,0.0,0.0,0.0
14:00 - 15:00,0.0,0.0,0.32,0.65,0.0,0.32,0.0
15:00 - 16:00,0.32,0.32,0.65,0.97,0.0,0.0,0.0
16:00 - 17:00,0.97,0.32,0.32,0.32,0.0,0.65,0.65
17:00 - 18:00,0.97,1.29,0.97,0.32,1.61,0.32,0.0
18:00 - 19:00,1.29,0.0,1.29,0.32,0.97,0.65,0.32
19:00 - 20:00,1.29,0.65,1.61,0.32,1.61,0.32,0.0
20:00 - 21:00,1.94,0.0,1.29,1.29,1.61,0.0,0.32
21:00 - 22:00,1.61,0.65,1.29,0.65,0.65,0.32,0.97
22:00 - 23:00,0.32,1.94,0.32,0.65,0.65,0.97,0.32
23:00 - 00:00,0.65,1.61,0.32,0.97,0.32,1.61,0.97
