 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.15,0.49,0.59,0.69,0.3,0.64,0.3
01:00 - 02:00,0.15,0.54,0.64,0.39,0.79,0.54,0.25
02:00 - 03:00,0.2,0.39,0.44,0.34,0.39,0.25,0.15
03:00 - 04:00,0.15,0.44,0.59,0.3,0.44,0.3,0.2
04:00 - 05:00,0.1,0.39,0.49,0.54,0.59,0.69,0.2
05:00 - 06:00,0.2,0.3,0.98,0.34,0.39,0.2,0.1
06:00 - 07:00,0.34,0.54,0.49,0.3,0.39,0.15,0.0
07:00 - 08:00,0.25,0.34,0.34,0.3,0.25,0.15,0.15
08:00 - 09:00,0.54,0.2,0.64,0.34,0.34,0.2,0.05
09:00 - 10:00,0.39,0.69,0.69,0.84,0.74,0.15,0.15
10:00 - 11:00,0.64,1.18,0.89,0.59,0.64,0.3,0.34
11:00 - 12:00,0.59,0.89,0.54,0.54,0.89,0.25,0.3
12:00 - 13:00,0.84,0.89,0.39,1.03,0.79,0.05,0.05
13:00 - 14:00,0.74,0.94,1.08,0.84,0.49,0.34,0.34
14:00 - 15:00,0.59,0.84,0.89,0.79,0.64,0.25,0.15
15:00 - 16:00,0.84,0.79,1.48,1.28,0.89,0.2,0.25
16:00 - 17:00,0.98,1.33,1.08,1.58,1.13,0.3,0.2
17:00 - 18:00,1.33,1.38,2.02,1.13,1.38,0.44,0.25
18:00 - 19:00,1.23,1.03,1.23,1.48,1.23,0.3,0.2
19:00 - 20:00,0.89,0.84,0.89,0.89,0.59,0.3,0.54
20:00 - 21:00,0.98,1.53,1.08,0.54,0.79,0.2,0.44
21:00 - 22:00,0.79,0.79,0.74,0.69,0.59,0.1,0.3
22:00 - 23:00,0.79,0.84,1.13,0.98,1.23,0.0,0.2
23:00 - 00:00,1.08,1.28,1.13,0.98,0.54,0.15,0.25
