 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.0,1.32,0.72,1.32,1.2,0.6,0.12
01:00 - 02:00,0.12,0.36,1.08,0.84,1.08,1.32,0.12
02:00 - 03:00,0.24,0.72,0.96,0.96,0.84,1.08,0.12
03:00 - 04:00,0.48,0.84,0.6,1.08,0.24,1.08,0.12
04:00 - 05:00,0.0,0.36,0.96,0.72,1.2,0.12,0.12
05:00 - 06:00,0.12,1.08,1.32,1.2,1.2,0.48,0.0
06:00 - 07:00,0.24,0.96,0.6,0.24,0.36,0.36,0.12
07:00 - 08:00,0.0,0.36,0.36,0.24,0.48,0.36,0.0
08:00 - 09:00,0.24,0.36,0.24,0.12,0.12,0.0,0.12
09:00 - 10:00,0.24,0.0,0.72,0.0,0.24,0.0,0.12
10:00 - 11:00,0.24,0.24,0.96,0.36,0.24,0.12,0.24
11:00 - 12:00,0.12,0.6,0.24,0.72,0.36,0.24,0.12
12:00 - 13:00,0.24,0.12,0.0,0.6,0.12,0.0,0.12
13:00 - 14:00,0.24,0.24,0.12,0.24,0.24,0.24,0.12
14:00 - 15:00,0.48,0.36,0.48,0.6,0.48,0.0,0.0
15:00 - 16:00,0.72,0.96,0.72,0.96,0.12,0.12,0.0
16:00 - 17:00,1.2,1.67,0.72,0.84,0.6,0.0,0.12
17:00 - 18:00,0.72,0.96,0.6,0.72,0.72,0.12,0.48
18:00 - 19:00,1.2,0.84,0.96,1.44,1.2,0.36,0.12
19:00 - 20:00,0.96,1.32,1.32,0.72,0.96,0.48,0.24
20:00 - 21:00,1.44,0.6,0.48,1.79,1.2,0.48,0.72
21:00 - 22:00,1.08,1.44,1.2,1.2,1.32,0.24,0.12
22:00 - 23:00,1.79,1.44,1.08,1.32,0.96,0.36,0.48
23:00 - 00:00,2.03,1.91,1.2,2.27,0.72,0.24,0.48
