 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,2,9,11,5,11,5,1
01:00 - 02:00,4,6,4,12,6,5,4
02:00 - 03:00,2,9,7,8,4,9,0
03:00 - 04:00,2,9,12,8,3,18,1
04:00 - 05:00,1,12,5,16,4,18,1
05:00 - 06:00,3,12,9,12,3,6,7
06:00 - 07:00,3,9,8,9,5,9,2
07:00 - 08:00,1,5,7,3,8,2,2
08:00 - 09:00,0,7,6,6,3,7,1
09:00 - 10:00,1,7,3,4,9,1,3
10:00 - 11:00,2,5,7,1,4,2,1
11:00 - 12:00,2,5,0,4,4,7,2
12:00 - 13:00,0,4,0,2,3,0,0
13:00 - 14:00,1,1,1,2,0,3,2
14:00 - 15:00,0,3,2,5,2,1,1
15:00 - 16:00,6,4,5,6,6,0,0
16:00 - 17:00,6,5,5,7,4,3,2
17:00 - 18:00,6,8,9,6,14,2,2
18:00 - 19:00,7,9,7,5,10,2,1
19:00 - 20:00,9,5,6,6,14,0,1
20:00 - 21:00,11,13,13,10,7,1,1
21:00 - 22:00,10,21,14,10,13,3,1
22:00 - 23:00,5,18,14,21,11,0,3
23:00 - 00:00,19,17,12,17,17,0,1
