 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,10,1,1,0,2
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,0,0,0,0,0,0,0
03:00 - 04:00,0,0,0,0,0,0,0
04:00 - 05:00,0,0,1,0,0,0,0
05:00 - 06:00,0,0,1,0,0,0,0
06:00 - 07:00,4,10,2,0,0,0,0
07:00 - 08:00,28,17,24,12,10,0,0
08:00 - 09:00,39,33,73,36,41,0,0
09:00 - 10:00,341,89,161,101,112,0,0
10:00 - 11:00,110,144,95,105,112,0,0
11:00 - 12:00,121,155,92,135,137,0,1
12:00 - 13:00,108,135,98,102,103,0,1
13:00 - 14:00,86,127,107,99,105,1,0
14:00 - 15:00,146,172,148,133,126,0,1
15:00 - 16:00,106,152,125,108,110,5,1
16:00 - 17:00,100,110,80,81,163,4,0
17:00 - 18:00,36,62,39,35,24,7,8
18:00 - 19:00,13,35,45,27,3,2,3
19:00 - 20:00,8,31,10,10,2,0,6
20:00 - 21:00,10,18,10,11,1,0,6
21:00 - 22:00,16,33,2,3,0,2,4
22:00 - 23:00,9,18,3,8,0,5,4
23:00 - 00:00,1,20,3,2,0,0,2
