 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,2,1,3,3,1,0
01:00 - 02:00,5,1,1,5,3,1,2
02:00 - 03:00,0,0,8,1,0,0,0
03:00 - 04:00,0,1,1,1,12,2,0
04:00 - 05:00,0,0,3,2,10,1,1
05:00 - 06:00,3,1,0,3,0,0,0
06:00 - 07:00,1,3,1,1,0,5,2
07:00 - 08:00,1,5,4,3,2,0,0
08:00 - 09:00,2,2,0,1,6,5,1
09:00 - 10:00,6,0,5,5,1,6,1
10:00 - 11:00,8,6,4,4,4,2,10
11:00 - 12:00,4,6,3,4,4,0,1
12:00 - 13:00,4,1,1,3,1,0,5
13:00 - 14:00,3,2,0,1,1,2,3
14:00 - 15:00,3,1,2,5,6,9,3
15:00 - 16:00,12,2,4,4,2,1,6
16:00 - 17:00,5,1,1,1,6,0,2
17:00 - 18:00,6,2,1,4,6,2,3
18:00 - 19:00,6,1,1,2,3,1,0
19:00 - 20:00,0,0,1,2,1,0,1
20:00 - 21:00,3,2,3,1,0,0,0
21:00 - 22:00,3,3,0,1,0,1,1
22:00 - 23:00,3,1,1,5,2,1,7
23:00 - 00:00,4,0,0,2,1,2,0
