 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,29,88,110,106,91,109,8
01:00 - 02:00,15,96,82,109,68,70,11
02:00 - 03:00,18,37,48,44,33,21,9
03:00 - 04:00,12,33,35,35,29,15,12
04:00 - 05:00,14,57,47,41,31,16,6
05:00 - 06:00,16,52,44,42,58,29,7
06:00 - 07:00,26,42,39,32,27,14,12
07:00 - 08:00,8,15,31,26,44,9,6
08:00 - 09:00,13,12,28,26,27,2,3
09:00 - 10:00,12,14,19,10,10,4,2
10:00 - 11:00,8,10,5,17,10,6,2
11:00 - 12:00,11,10,15,9,11,0,0
12:00 - 13:00,7,10,17,16,9,4,2
13:00 - 14:00,16,19,16,19,14,2,1
14:00 - 15:00,14,31,32,46,20,8,3
15:00 - 16:00,44,73,69,91,63,8,4
16:00 - 17:00,91,103,99,104,97,12,6
17:00 - 18:00,112,140,127,162,131,9,13
18:00 - 19:00,101,125,119,134,99,17,5
19:00 - 20:00,105,102,102,105,105,15,8
20:00 - 21:00,106,148,90,108,102,7,10
21:00 - 22:00,89,152,112,112,127,19,15
22:00 - 23:00,141,119,134,108,114,16,10
23:00 - 00:00,111,107,153,87,101,16,22
