 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0,0,1,3,0,2,0
01:00 - 02:00,0,0,0,0,0,0,0
02:00 - 03:00,1,3,0,0,0,0,0
03:00 - 04:00,2,2,0,1,5,0,0
04:00 - 05:00,3,9,1,6,3,0,2
05:00 - 06:00,4,3,11,5,4,0,0
06:00 - 07:00,1,2,3,6,0,0,0
07:00 - 08:00,15,2,6,15,4,0,0
08:00 - 09:00,13,9,6,9,11,0,0
09:00 - 10:00,6,14,3,8,6,1,0
10:00 - 11:00,6,6,5,8,0,0,4
11:00 - 12:00,3,21,3,3,3,0,0
12:00 - 13:00,4,5,2,1,1,0,3
13:00 - 14:00,2,13,2,0,4,3,0
14:00 - 15:00,3,5,2,2,1,3,0
15:00 - 16:00,3,1,3,0,0,0,5
16:00 - 17:00,0,4,5,4,0,4,3
17:00 - 18:00,11,6,9,3,2,0,0
18:00 - 19:00,3,3,5,2,0,8,1
19:00 - 20:00,1,0,3,4,4,1,1
20:00 - 21:00,18,2,0,2,1,0,2
21:00 - 22:00,0,1,3,1,0,0,0
22:00 - 23:00,1,2,0,0,0,0,0
23:00 - 00:00,3,0,0,0,0,0,0
