 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.12,0.34,0.31,0.46,0.43,0.2,0.02
01:00 - 02:00,0.08,0.19,0.28,0.31,0.18,0.42,0.06
02:00 - 03:00,0.13,0.21,0.25,0.23,0.17,0.19,0.04
03:00 - 04:00,0.03,0.18,0.16,0.24,0.18,0.06,0.05
04:00 - 05:00,0.1,0.1,0.17,0.11,0.15,0.06,0.04
05:00 - 06:00,0.12,0.16,0.05,0.16,0.14,0.02,0.03
06:00 - 07:00,0.11,0.2,0.26,0.26,0.19,0.05,0.0
07:00 - 08:00,0.19,0.29,0.28,0.34,0.29,0.06,0.01
08:00 - 09:00,0.3,0.46,0.5,0.55,0.41,0.05,0.04
09:00 - 10:00,0.48,0.67,0.43,0.54,0.46,0.06,0.05
10:00 - 11:00,0.7,0.45,0.53,0.54,0.5,0.08,0.08
11:00 - 12:00,0.48,0.63,0.54,0.65,0.57,0.05,0.04
12:00 - 13:00,0.72,0.55,1.01,0.83,0.72,0.11,0.08
13:00 - 14:00,0.9,1.36,1.2,1.39,1.17,0.14,0.08
14:00 - 15:00,1.29,1.63,1.65,1.68,1.54,0.08,0.06
15:00 - 16:00,1.45,1.92,1.88,1.69,2.03,0.05,0.05
16:00 - 17:00,1.73,1.9,1.79,1.86,1.57,0.06,0.03
17:00 - 18:00,1.35,1.58,1.4,1.62,1.59,0.06,0.06
18:00 - 19:00,1.35,1.41,1.4,1.45,1.48,0.06,0.05
19:00 - 20:00,1.4,1.36,1.54,1.23,1.26,0.14,0.04
20:00 - 21:00,1.37,1.52,1.39,1.5,1.26,0.1,0.1
21:00 - 22:00,1.12,1.18,1.57,1.19,1.42,0.05,0.13
22:00 - 23:00,0.82,0.91,1.15,0.86,0.84,0.1,0.09
23:00 - 00:00,0.52,0.48,0.61,0.68,0.5,0.09,0.08
