 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.13,0.26,1.3,0.52,0.78,1.95,0.13
01:00 - 02:00,0.13,1.56,1.43,1.82,1.56,1.17,0.39
02:00 - 03:00,0.0,2.47,0.78,0.65,1.17,1.17,0.26
03:00 - 04:00,0.13,1.82,1.95,1.04,1.56,1.3,0.0
04:00 - 05:00,0.26,2.34,2.47,0.78,1.3,0.52,0.0
05:00 - 06:00,0.0,2.73,1.69,0.78,1.82,1.04,0.26
06:00 - 07:00,0.52,1.04,1.69,0.52,0.91,0.91,0.0
07:00 - 08:00,0.13,0.52,1.17,0.91,0.65,0.65,0.0
08:00 - 09:00,0.0,0.65,1.17,1.04,0.26,0.39,0.0
09:00 - 10:00,0.65,0.52,0.52,0.52,0.65,0.13,0.26
10:00 - 11:00,0.91,0.39,0.26,0.52,0.39,0.0,0.13
11:00 - 12:00,0.26,0.39,0.13,0.26,0.65,0.13,0.13
12:00 - 13:00,0.13,0.39,0.52,0.13,0.26,0.0,0.0
13:00 - 14:00,0.39,0.13,0.26,0.39,0.26,0.0,0.0
14:00 - 15:00,0.65,0.26,0.39,0.39,0.26,0.13,0.13
15:00 - 16:00,0.13,0.13,0.39,0.39,0.39,0.0,0.0
16:00 - 17:00,0.39,0.65,0.65,0.39,0.26,0.0,0.13
17:00 - 18:00,0.91,0.78,1.17,0.39,0.52,0.26,0.0
18:00 - 19:00,0.13,0.65,0.65,0.13,0.13,0.0,0.0
19:00 - 20:00,0.39,1.04,0.39,0.78,0.26,0.0,0.0
20:00 - 21:00,0.26,0.52,0.65,0.65,0.26,0.13,0.0
21:00 - 22:00,0.65,0.78,0.52,0.65,0.52,0.26,0.13
22:00 - 23:00,0.65,0.91,1.43,0.78,1.17,0.26,0.0
23:00 - 00:00,1.56,0.78,0.78,1.56,1.69,0.0,0.39
