 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,0.03,0.05,0.1,0.04,0.07,0.03,0.0
01:00 - 02:00,0.08,0.1,0.13,0.13,0.09,0.01,0.02
02:00 - 03:00,0.33,0.28,0.34,0.35,0.28,0.05,0.01
03:00 - 04:00,0.78,0.67,0.68,0.8,0.53,0.09,0.03
04:00 - 05:00,1.53,1.76,1.7,1.76,1.6,0.09,0.05
05:00 - 06:00,1.34,1.3,1.53,1.72,1.18,0.04,0.03
06:00 - 07:00,1.24,1.5,1.39,1.37,1.02,0.05,0.03
07:00 - 08:00,1.31,1.27,1.14,1.18,1.31,0.12,0.05
08:00 - 09:00,1.44,1.42,1.72,1.48,1.41,0.13,0.06
09:00 - 10:00,1.86,1.78,1.94,1.78,1.57,0.09,0.09
10:00 - 11:00,1.7,2.28,2.07,1.89,1.72,0.07,0.05
11:00 - 12:00,1.45,2.11,2.09,1.72,1.46,0.05,0.09
12:00 - 13:00,1.04,1.51,1.32,1.47,1.14,0.1,0.07
13:00 - 14:00,1.09,0.83,1.05,1.06,0.67,0.09,0.09
14:00 - 15:00,0.87,0.81,0.94,0.93,0.69,0.08,0.1
15:00 - 16:00,0.69,0.61,0.78,0.83,0.67,0.06,0.04
16:00 - 17:00,0.58,0.6,0.61,0.66,0.48,0.05,0.13
17:00 - 18:00,0.45,0.48,0.4,0.46,0.24,0.02,0.06
18:00 - 19:00,0.29,0.24,0.35,0.28,0.15,0.03,0.13
19:00 - 20:00,0.25,0.22,0.24,0.26,0.12,0.01,0.06
20:00 - 21:00,0.18,0.17,0.13,0.18,0.14,0.02,0.01
21:00 - 22:00,0.11,0.12,0.13,0.13,0.07,0.02,0.03
22:00 - 23:00,0.07,0.06,0.13,0.11,0.02,0.03,0.03
23:00 - 00:00,0.1,0.09,0.04,0.09,0.03,0.0,0.02
