 ,Mon,Tue,Wed,Thu,Fri,Sat,Sun
00:00 - 01:00,1,9,7,2,7,0,1
01:00 - 02:00,2,3,3,7,26,4,0
02:00 - 03:00,2,6,3,4,3,1,0
03:00 - 04:00,2,1,3,4,2,1,0
04:00 - 05:00,2,10,2,5,6,0,1
05:00 - 06:00,10,7,3,8,3,0,1
06:00 - 07:00,22,12,16,15,7,0,4
07:00 - 08:00,16,27,36,23,22,0,1
08:00 - 09:00,35,50,46,51,29,0,4
09:00 - 10:00,34,41,34,60,20,0,0
10:00 - 11:00,43,47,46,34,28,0,4
11:00 - 12:00,39,46,60,50,27,0,0
12:00 - 13:00,50,92,75,72,28,1,2
13:00 - 14:00,79,74,133,78,59,0,2
14:00 - 15:00,61,195,68,79,46,2,1
15:00 - 16:00,67,105,77,71,48,4,0
16:00 - 17:00,31,32,39,53,22,1,1
17:00 - 18:00,34,33,49,30,9,0,1
18:00 - 19:00,20,27,40,5,9,5,0
19:00 - 20:00,21,31,28,30,15,2,1
20:00 - 21:00,24,33,25,31,14,0,2
21:00 - 22:00,25,14,12,7,12,1,0
22:00 - 23:00,10,8,10,3,9,1,1
23:00 - 00:00,9,10,3,4,3,0,0
